Prediction Model for the Cellular Immortalization and Transformation Potentials of Cell SubstratesThe establishment of DNA microarray technology has enabled high-throughput analysis and molecular profiling of various types of cancers.
('Prediction', 'Prediction', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('in', 'in', 'FW', 'B-NP', 'O')
('vivo', 'vivo', 'FW', 'I-NP', 'O')
('tumorigenicity', 'tumorigenicity', 'NN', 'I-NP', 'O')
('assay', 'assay', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('NIH3T3,', 'NIH3T3,', 'NN', 'B-NP', 'O')
('NIH3T3(c-myc),', 'NIH3T3(c-myc),', 'NN', 'I-NP', 'O')
('NIH3T3(H-rasV12)', 'NIH3T3(H-rasV12)', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('NIH3T3(c-myc+H-', 'NIH3T3(c-myc+H-', 'NN', 'B-NP', 'O')
('rasV12)', 'rasV12)', 'NN', 'I-NP', 'O')
('cells.', 'cells.', 'NNS', 'I-NP', 'O')
controls,    respectively.
('controls,', 'controls,', 'NN', 'B-NP', 'O')
('respectively.', 'respectively.', 'NN', 'I-NP', 'O')
Immortalized    cells    could    form    a colony in in vitro tumorigenicity assay, but not tumor mass in in vivo tumorigenicity assay, while NIH3T3(H-ras V12 ) and NIH3T3(c-myc+H-ras V12 ) cells could make massive tumor in vivo as well as in vitro.
('Immortalized', 'Immortalize', 'VBN', 'B-NP', 'B-cell_line')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_line')
('could', 'could', 'MD', 'B-VP', 'O')
('form', 'form', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('colony', 'colony', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('in', 'in', 'FW', 'B-NP', 'O')
('vitro', 'vitro', 'FW', 'I-NP', 'O')
('tumorigenicity', 'tumorigenicity', 'NN', 'I-NP', 'O')
('assay,', 'assay,', 'NN', 'I-NP', 'O')
('but', 'but', 'CC', 'B-NP', 'O')
('not', 'not', 'RB', 'I-NP', 'O')
('tumor', 'tumor', 'NN', 'B-NP', 'O')
('mass', 'mass', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('in', 'in', 'FW', 'B-NP', 'O')
('vivo', 'vivo', 'FW', 'I-NP', 'O')
('tumorigenicity', 'tumorigenicity', 'NN', 'I-NP', 'O')
('assay,', 'assay,', 'NN', 'I-NP', 'O')
('while', 'while', 'IN', 'B-SBAR', 'O')
('NIH3T3(H-ras', 'NIH3T3(H-ras', 'NN', 'B-NP', 'B-protein')
('V12', 'V12', 'NN', 'I-NP', 'I-protein')
(')', ')', ')', 'O', 'O')
('and', 'and', 'CC', 'O', 'O')
('NIH3T3(c-myc+H-ras', 'NIH3T3(c-myc+H-ras', 'NN', 'B-NP', 'O')
('V12', 'V12', 'NN', 'I-NP', 'O')
(')', ')', ')', 'O', 'O')
('cells', 'cell', 'NNS', 'B-NP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('make', 'make', 'VB', 'I-VP', 'O')
('massive', 'massive', 'JJ', 'B-NP', 'O')
('tumor', 'tumor', 'NN', 'I-NP', 'O')
('in', 'in', 'FW', 'B-ADVP', 'O')
('vivo', 'vivo', 'FW', 'I-ADVP', 'O')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('vitro.', 'vitro.', 'NN', 'B-NP', 'O')
We    identified    8,751    differentially    expressed    genes    from control, immortalized, and transformed cells through multivariate permutation F-test with 95% confidence and 1 % false discovery rate.
('We', 'We', 'PRP', 'B-NP', 'O')
('identified', 'identify', 'VBD', 'B-VP', 'O')
('8,751', '8,751', 'CD', 'B-NP', 'B-DNA')
('differentially', 'differentially', 'RB', 'I-NP', 'I-DNA')
('expressed', 'express', 'VBN', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('from', 'from', 'IN', 'B-PP', 'O')
('control,', 'control,', 'NN', 'B-NP', 'O')
('immortalized,', 'immortalized,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('transformed', 'transform', 'VBN', 'B-NP', 'B-cell_line')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_line')
('through', 'through', 'IN', 'B-PP', 'O')
('multivariate', 'multivariate', 'JJ', 'B-NP', 'O')
('permutation', 'permutation', 'NN', 'I-NP', 'O')
('F-test', 'F-test', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('95%', '95%', 'NN', 'B-NP', 'O')
('confidence', 'confidence', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('1', '1', 'CD', 'B-NP', 'O')
('%', '%', 'NN', 'I-NP', 'O')
('false', 'false', 'JJ', 'I-NP', 'O')
('discovery', 'discovery', 'NN', 'I-NP', 'O')
('rate.', 'rate.', 'NN', 'I-NP', 'O')
Upon analysis of the distribution of those genes along the chromosomes, we did not find any preferential locus among 20 chromosomes of the mouse genome (Fig.
('Upon', 'Upon', 'IN', 'B-PP', 'O')
('analysis', 'analysis', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('distribution', 'distribution', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('those', 'those', 'DT', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('along', 'along', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('chromosomes,', 'chromosomes,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('did', 'do', 'VBD', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('find', 'find', 'VB', 'I-VP', 'O')
('any', 'any', 'DT', 'B-NP', 'O')
('preferential', 'preferential', 'JJ', 'I-NP', 'O')
('locus', 'locus', 'NN', 'I-NP', 'O')
('among', 'among', 'IN', 'B-PP', 'O')
('20', '20', 'CD', 'B-NP', 'B-DNA')
('chromosomes', 'chromosome', 'NNS', 'I-NP', 'I-DNA')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('mouse', 'mouse', 'NN', 'I-NP', 'O')
('genome', 'genome', 'NN', 'I-NP', 'O')
('(Fig.', '(Fig.', 'NN', 'I-NP', 'O')
1).
('1).', '1).', 'LS', 'B-LST', 'O')
These results may indicate that the transcriptional regulations of immortalization and transformation do not ioverlab.
('These', 'These', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('indicate', 'indicate', 'VB', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('transcriptional', 'transcriptional', 'JJ', 'I-NP', 'O')
('regulations', 'regulation', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('immortalization', 'immortalization', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('transformation', 'transformation', 'NN', 'I-NP', 'O')
('do', 'do', 'VBP', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('ioverlab.', 'ioverlab.', 'VB', 'I-VP', 'O')
To identify the characteristics of the 8,751 genes, we performed gene ontology analysis based on observed vs. expected ratio.
('To', 'To', 'TO', 'B-VP', 'O')
('identify', 'identify', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('characteristics', 'characteristic', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('8,751', '8,751', 'CD', 'I-NP', 'O')
('genes,', 'genes,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('performed', 'perform', 'VBD', 'B-VP', 'O')
('gene', 'gene', 'NN', 'B-NP', 'O')
('ontology', 'ontology', 'NN', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('based', 'base', 'VBN', 'B-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('observed', 'observe', 'VBN', 'B-VP', 'O')
('vs.', 'vs.', 'IN', 'B-PP', 'O')
('expected', 'expect', 'VBN', 'B-NP', 'O')
('ratio.', 'ratio.', 'NN', 'I-NP', 'O')
Our analysis showed statistically overrepresented GO terms within a group of genes (Table 2).
('Our', 'Our', 'PRP$', 'B-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('showed', 'show', 'VBD', 'B-VP', 'O')
('statistically', 'statistically', 'RB', 'B-NP', 'O')
('overrepresented', 'overrepresente', 'VBN', 'I-NP', 'O')
('GO', 'GO', 'NN', 'I-NP', 'O')
('terms', 'term', 'NNS', 'I-NP', 'O')
('within', 'within', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('group', 'group', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('(Table', '(Table', 'JJ', 'B-VP', 'O')
('2).', '2).', 'CD', 'B-NP', 'O')
Five categories of gene ontology were related to differentially expressed genes in the immortalization/ transformation model.
('Five', 'Five', 'CD', 'B-NP', 'O')
('categories', 'category', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('gene', 'gene', 'NN', 'B-NP', 'O')
('ontology', 'ontology', 'NN', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('related', 'relate', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('differentially', 'differentially', 'RB', 'I-VP', 'B-DNA')
('expressed', 'express', 'VBN', 'I-VP', 'I-DNA')
('genes', 'gene', 'NNS', 'B-NP', 'I-DNA')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('immortalization/', 'immortalization/', 'JJ', 'I-NP', 'O')
('transformation', 'transformation', 'NN', 'I-NP', 'O')
('model.', 'model.', 'NN', 'I-NP', 'O')
Oxidoreductase activity, especially related to superoxide radicals, was altered in our model.
('Oxidoreductase', 'Oxidoreductase', 'NN', 'B-NP', 'O')
('activity,', 'activity,', 'NN', 'I-NP', 'O')
('especially', 'especially', 'RB', 'B-ADJP', 'O')
('related', 'related', 'JJ', 'I-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('superoxide', 'superoxide', 'NN', 'B-NP', 'O')
('radicals,', 'radicals,', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('altered', 'alter', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('model.', 'model.', 'NN', 'I-NP', 'O')
This is likely to be important in DNA damage and mutagenesis.
('This', 'This', 'DT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('likely', 'likely', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('important', 'important', 'JJ', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('DNA', 'DNA', 'NN', 'B-NP', 'O')
('damage', 'damage', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('mutagenesis.', 'mutagenesis.', 'NNS', 'I-NP', 'O')
In addition, the genes identified that have nucleotide kinase activity are likely to be important inaberrant DNA synthesis and metabolism predisposing cells to transformation.
('In', 'In', 'IN', 'B-PP', 'O')
('addition,', 'addition,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('identified', 'identify', 'VBD', 'B-VP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('nucleotide', 'nucleotide', 'NN', 'B-NP', 'B-protein')
('kinase', 'kinase', 'NN', 'I-NP', 'I-protein')
('activity', 'activity', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('likely', 'likely', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('important', 'important', 'JJ', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('aberrant', 'aberrant', 'JJ', 'B-NP', 'B-cell_type')
('DNA', 'DNA', 'NN', 'I-NP', 'I-cell_type')
('synthesis', 'synthesis', 'NN', 'I-NP', 'I-cell_type')
('and', 'and', 'CC', 'I-NP', 'I-cell_type')
('metabolism', 'metabolism', 'NN', 'I-NP', 'I-cell_type')
('predisposing', 'predispose', 'VBG', 'B-VP', 'I-cell_type')
('cells', 'cell', 'NNS', 'B-NP', 'I-cell_type')
('to', 'to', 'TO', 'B-VP', 'O')
('transformation.', 'transformation.', 'VB', 'I-VP', 'O')
One of the most interesting categories deleted involved stem cell factor receptor binding which may be representative of cancer cell de­ differentiation in our model.
('One', 'One', 'CD', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('most', 'most', 'RBS', 'I-NP', 'O')
('interesting', 'interesting', 'JJ', 'I-NP', 'O')
('categories', 'category', 'NNS', 'I-NP', 'O')
('deleted', 'delete', 'VBN', 'B-VP', 'O')
('involved', 'involve', 'VBD', 'B-VP', 'O')
('stem', 'stem', 'NN', 'B-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('factor', 'factor', 'NN', 'I-NP', 'O')
('receptor', 'receptor', 'NN', 'I-NP', 'O')
('binding', 'binding', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('representative', 'representative', 'JJ', 'B-ADJP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cancer', 'cancer', 'NN', 'B-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('de\xad', 'de\xad', 'NN', 'I-NP', 'O')
('differentiation', 'differentiation', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('model.', 'model.', 'NN', 'I-NP', 'O')
We have picked several genes out of the DEG lists to explain the effects of each oncogenes.
('We', 'We', 'PRP', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('picked', 'pick', 'VBN', 'I-VP', 'O')
('several', 'several', 'JJ', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('out', 'out', 'IN', 'B-PP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('DEG', 'DEG', 'NN', 'I-NP', 'O')
('lists', 'list', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('explain', 'explain', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('effects', 'effect', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('oncogenes.', 'oncogenes.', 'NN', 'I-NP', 'O')
In particular, we tested four genes, which have been reported to be targets of c-myc transcriptional regulation.
('In', 'In', 'IN', 'B-PP', 'O')
('particular,', 'particular,', 'NN', 'B-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('tested', 'test', 'VBD', 'B-VP', 'O')
('four', 'four', 'CD', 'B-NP', 'O')
('genes,', 'genes,', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('reported', 'report', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('targets', 'target', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('c-myc', 'c-myc', 'NN', 'B-NP', 'B-DNA')
('transcriptional', 'transcriptional', 'JJ', 'I-NP', 'O')
('regulation.', 'regulation.', 'NN', 'I-NP', 'O')
All of these genes were up- or down regulated by the expression of c-myc (Fig.
('All', 'All', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('up-', 'up-', 'RB', 'B-VP', 'O')
('or', 'or', 'CC', 'I-VP', 'O')
('down', 'down', 'RB', 'I-VP', 'O')
('regulated', 'regulate', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('c-myc', 'c-myc', 'NN', 'B-NP', 'B-DNA')
('(Fig.', '(Fig.', 'NN', 'I-NP', 'O')
2), however, the expression of all four genes was also affected by the ectopic expression of H-ras V12 .
('2),', '2),', 'LS', 'B-LST', 'O')
('however,', 'however,', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('four', 'four', 'CD', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('also', 'also', 'RB', 'I-VP', 'O')
('affected', 'affect', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('ectopic', 'ectopic', 'JJ', 'I-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('H-ras', 'H-ras', 'NN', 'B-NP', 'B-protein')
('V12', 'V12', 'NN', 'I-NP', 'I-protein')
('.', '.', '.', 'O', 'O')
In the cases of Mina and    Duspl,    H-ras V12    induced    the    expression    of    target genes at the level of c-myc-dependent regulation.
('In', 'In', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('cases', 'case', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Mina', 'Mina', 'NNP', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('Duspl,', 'Duspl,', 'NNP', 'I-NP', 'O')
('H-ras', 'H-ras', 'NN', 'I-NP', 'O')
('V12', 'V12', 'NN', 'I-NP', 'B-protein')
('induced', 'induce', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('target', 'target', 'NN', 'B-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('at', 'at', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('level', 'level', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('c-myc-dependent', 'c-myc-dependent', 'JJ', 'B-NP', 'O')
('regulation.', 'regulation.', 'NN', 'I-NP', 'O')
The induction of Thbsl by H-ras V12 was higher than that observed for c-myc.
('The', 'The', 'DT', 'B-NP', 'O')
('induction', 'induction', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Thbsl', 'Thbsl', 'NN', 'B-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('H-ras', 'H-ras', 'NN', 'B-NP', 'B-protein')
('V12', 'V12', 'NN', 'I-NP', 'I-protein')
('was', 'be', 'VBD', 'B-VP', 'O')
('higher', 'high', 'JJR', 'B-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('that', 'that', 'DT', 'B-NP', 'O')
('observed', 'observe', 'VBN', 'B-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('c-myc.', 'c-myc.', 'NN', 'B-NP', 'B-DNA')
More interestingly, the transcription of Gadd45a bias been shown to be suppressed by c-myc, while H-ras    v   12   could up-regulate Gadd45a expression.
('More', 'More', 'RBR', 'B-ADVP', 'O')
('interestingly,', 'interestingly,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('transcription', 'transcription', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Gadd45a', 'Gadd45a', 'NN', 'B-NP', 'O')
('bias', 'bias', 'NN', 'I-NP', 'O')
('been', 'be', 'VBN', 'B-VP', 'O')
('shown', 'show', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('suppressed', 'suppress', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('c-myc,', 'c-myc,', 'NN', 'B-NP', 'B-DNA')
('while', 'while', 'IN', 'B-SBAR', 'O')
('H-ras', 'H-ras', 'NN', 'B-NP', 'O')
('v', 'v', 'NN', 'I-NP', 'O')
('12', '12', 'CD', 'I-NP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('up-regulate', 'up-regulate', 'VB', 'I-VP', 'O')
('Gadd45a', 'Gadd45a', 'NN', 'B-NP', 'O')
('expression.', 'expression.', 'NN', 'I-NP', 'O')
The effect of H-ras V12 was sufficient to overcome the suppression by c-myc and up-regulate the expression of Gadd45a in cells expressing both c-myc and H-ras   V12 .
('The', 'The', 'DT', 'B-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('H-ras', 'H-ras', 'NN', 'B-NP', 'B-protein')
('V12', 'V12', 'NN', 'I-NP', 'I-protein')
('was', 'be', 'VBD', 'B-VP', 'O')
('sufficient', 'sufficient', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('overcome', 'overcome', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('suppression', 'suppression', 'NN', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('c-myc', 'c-myc', 'NN', 'B-NP', 'B-DNA')
('and', 'and', 'CC', 'O', 'O')
('up-regulate', 'up-regulate', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Gadd45a', 'Gadd45a', 'NN', 'B-NP', 'B-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('cells', 'cell', 'NNS', 'B-NP', 'O')
('expressing', 'express', 'VBG', 'B-VP', 'O')
('both', 'both', 'CC', 'O', 'O')
('c-myc', 'c-myc', 'NN', 'B-NP', 'B-DNA')
('and', 'and', 'CC', 'O', 'O')
('H-ras', 'H-ras', 'NN', 'B-NP', 'O')
('V12', 'V12', 'NN', 'I-NP', 'O')
('.', '.', '.', 'O', 'O')
Although we picked only four genes from the DEG list, the information on gene expression revealed many interestingregulatory relationships between different oncogenes.
('Although', 'Although', 'IN', 'B-SBAR', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('picked', 'pick', 'VBD', 'B-VP', 'B-DNA')
('only', 'only', 'RB', 'B-NP', 'I-DNA')
('four', 'four', 'CD', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('DEG', 'DEG', 'NN', 'I-NP', 'O')
('list,', 'list,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('information', 'information', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('gene', 'gene', 'NN', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('revealed', 'reveal', 'VBD', 'B-VP', 'O')
('many', 'many', 'JJ', 'B-NP', 'O')
('interesting', 'interesting', 'JJ', 'I-NP', 'O')
('regulatory', 'regulatory', 'JJ', 'I-NP', 'O')
('relationships', 'relationship', 'NNS', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('different', 'different', 'JJ', 'B-NP', 'O')
('oncogenes.', 'oncogenes.', 'NNS', 'I-NP', 'O')
To obtain small sets of discriminative genes, we performed an additional feature subset selection process using linear SVM based on RFE and discovered 13 informative genes (Table 3).
('To', 'To', 'TO', 'B-VP', 'O')
('obtain', 'obtain', 'VB', 'I-VP', 'O')
('small', 'small', 'JJ', 'B-NP', 'O')
('sets', 'set', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('discriminative', 'discriminative', 'JJ', 'B-NP', 'O')
('genes,', 'genes,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('performed', 'perform', 'VBD', 'B-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('additional', 'additional', 'JJ', 'I-NP', 'O')
('feature', 'feature', 'NN', 'I-NP', 'O')
('subset', 'subset', 'NN', 'I-NP', 'O')
('selection', 'selection', 'NN', 'I-NP', 'O')
('process', 'process', 'NN', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('linear', 'linear', 'JJ', 'B-NP', 'O')
('SVM', 'SVM', 'NN', 'I-NP', 'O')
('based', 'base', 'VBN', 'B-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('RFE', 'RFE', 'NN', 'B-NP', 'B-DNA')
('and', 'and', 'CC', 'O', 'I-DNA')
('discovered', 'discover', 'VBD', 'B-VP', 'I-DNA')
('13', '13', 'CD', 'B-NP', 'I-DNA')
('informative', 'informative', 'JJ', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('(Table', '(Table', 'JJ', 'B-ADJP', 'O')
('3).', '3).', 'CD', 'B-NP', 'O')
We constructed a prediction model using the SMO algorithm with a logistic regression model and the radial basis function (RBF)-kemel.
('We', 'We', 'PRP', 'B-NP', 'O')
('constructed', 'construct', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('prediction', 'prediction', 'NN', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('SMO', 'SMO', 'NN', 'I-NP', 'O')
('algorithm', 'algorithm', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('logistic', 'logistic', 'JJ', 'I-NP', 'O')
('regression', 'regression', 'NN', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('radial', 'radial', 'JJ', 'I-NP', 'O')
('basis', 'basis', 'NN', 'I-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('(RBF)-kemel.', '(RBF)-kemel.', 'NN', 'I-NP', 'O')
The performance of the prediction model was assessed using LOOCV and was found to be one hundred percent accurate for the data analyzed.
('The', 'The', 'DT', 'B-NP', 'O')
('performance', 'performance', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('prediction', 'prediction', 'NN', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
