Estimating the Genetic Epidemiology Parameters of Selected Cancers in Korea Population - The Korean Twin Study -The Korean Twin Register (n=154,783 pairs) wasreported in 2002 as the first nationwide twin study in Korea and the largest study in Asia.
('Estimating', 'Estimate', 'VBG', 'B-VP', 'O')
('while', 'while', 'IN', 'B-SBAR', 'O')
('casewise', 'casewise', 'JJ', 'B-NP', 'O')
('concordance', 'concordance', 'NN', 'I-NP', 'O')
('rate', 'rate', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('preferred', 'prefer', 'VBN', 'I-VP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('no', 'no', 'DT', 'B-NP', 'O')
('problem', 'problem', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('ascertainment.', 'ascertainment.', 'NN', 'B-NP', 'O')
In the study, it was reasonable to assume there is no ascertainment bias, and familial recurrence risks were calculated by the casewise concordance rate (formula 3) over prevalence of general population (formula 1).
('In', 'In', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('study,', 'study,', 'NN', 'I-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('reasonable', 'reasonable', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('assume', 'assume', 'VB', 'I-VP', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('no', 'no', 'DT', 'B-NP', 'O')
('ascertainment', 'ascertainment', 'NN', 'I-NP', 'O')
('bias,', 'bias,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('familial', 'familial', 'JJ', 'B-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risks', 'risk', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('calculated', 'calculate', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('casewise', 'casewise', 'JJ', 'I-NP', 'O')
('concordance', 'concordance', 'NN', 'I-NP', 'O')
('rate', 'rate', 'NN', 'I-NP', 'O')
('(formula', '(formula', 'SYM', 'O', 'O')
('3)', '3)', 'NN', 'B-NP', 'O')
('over', 'over', 'IN', 'B-PP', 'O')
('prevalence', 'prevalence', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('general', 'general', 'JJ', 'B-NP', 'O')
('population', 'population', 'NN', 'I-NP', 'O')
('(formula', '(formula', 'NN', 'I-NP', 'O')
('1).', '1).', 'CD', 'I-NP', 'O')
Because the familial recurrence risk is a function of specific family relationship, rather than generalized measurement, it is denoted X with subscript indicating the particular relationship; Xs for a recurrence risk of the sibling, X1 for a recurrence risk of pooled primary relationship, etc.
('Because', 'Because', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('familial', 'familial', 'JJ', 'I-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('specific', 'specific', 'JJ', 'B-NP', 'O')
('family', 'family', 'NN', 'I-NP', 'O')
('relationship,', 'relationship,', 'NN', 'I-NP', 'O')
('rather', 'rather', 'RB', 'B-CONJP', 'O')
('than', 'than', 'IN', 'I-CONJP', 'O')
('generalized', 'generalize', 'VBN', 'B-NP', 'O')
('measurement,', 'measurement,', 'NN', 'I-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('denoted', 'denote', 'VBN', 'I-VP', 'O')
('X', 'X', 'NN', 'B-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('subscript', 'subscript', 'NN', 'B-NP', 'O')
('indicating', 'indicate', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('particular', 'particular', 'JJ', 'I-NP', 'O')
('relationship;', 'relationship;', 'NN', 'I-NP', 'O')
('Xs', 'X', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sibling,', 'sibling,', 'NN', 'I-NP', 'O')
('X1', 'X1', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('pooled', 'pooled', 'JJ', 'B-NP', 'O')
('primary', 'primary', 'JJ', 'I-NP', 'O')
('relationship,', 'relationship,', 'NN', 'I-NP', 'O')
('etc.', 'etc.', 'FW', 'I-NP', 'O')
Xs of a disease, the recurrence risk of the sibling for the disease, is most widely used.
('Xs', 'X', 'NNS', 'B-NP', 'B-DNA')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('disease,', 'disease,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sibling', 'sibling', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('disease,', 'disease,', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('most', 'most', 'RBS', 'I-VP', 'O')
('widely', 'widely', 'RB', 'I-VP', 'O')
('used.', 'used.', 'VBN', 'I-VP', 'O')
Comparing the X tW in and Xs can provide clue about theoverall genetic profile.
('Comparing', 'Compare', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('X', 'X', 'NN', 'I-NP', 'B-protein')
('tW', 'tW', 'NN', 'I-NP', 'I-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Xs', 'X', 'NNS', 'B-NP', 'B-DNA')
('can', 'can', 'MD', 'B-VP', 'O')
('provide', 'provide', 'VB', 'I-VP', 'O')
('clue', 'clue', 'JJ', 'B-ADJP', 'O')
('about', 'about', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('overall', 'overall', 'JJ', 'I-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('profile.', 'profile.', 'NN', 'I-NP', 'O')
In this study, a familial recurrence risk for like-sex twin pairs (X ls ) and also familial recurrencerisk for opposite-sex twin pairs (Xos), except breast cancer, were calculated, to give a broad picture about the underlying genetics of selected common cancers in Korean population.
('In', 'In', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study,', 'study,', 'NN', 'I-NP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('familial', 'familial', 'JJ', 'I-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('like-sex', 'like-sex', 'NN', 'B-NP', 'O')
('twin', 'twin', 'NN', 'I-NP', 'O')
('pairs', 'pair', 'NNS', 'I-NP', 'O')
('(X', '(X', 'NN', 'I-NP', 'B-protein')
('ls', 'l', 'NNS', 'I-NP', 'I-protein')
(')', ')', ')', 'O', 'O')
('and', 'and', 'CC', 'O', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('familial', 'familial', 'JJ', 'B-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('opposite-sex', 'opposite-sex', 'JJ', 'B-NP', 'O')
('twin', 'twin', 'NN', 'I-NP', 'O')
('pairs', 'pair', 'NNS', 'I-NP', 'O')
('(Xos),', '(Xos),', 'NN', 'I-NP', 'B-protein')
('except', 'except', 'IN', 'B-PP', 'O')
('breast', 'breast', 'NN', 'B-NP', 'O')
('cancer,', 'cancer,', 'NN', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('calculated,', 'calculated,', 'NN', 'B-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('give', 'give', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('broad', 'broad', 'JJ', 'I-NP', 'O')
('picture', 'picture', 'NN', 'I-NP', 'O')
('about', 'about', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('underlying', 'underlie', 'VBG', 'I-NP', 'O')
('genetics', 'genetic', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('selected', 'select', 'VBN', 'B-NP', 'O')
('common', 'common', 'JJ', 'I-NP', 'O')
('cancers', 'cancer', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Korean', 'Korean', 'JJ', 'B-NP', 'O')
('population.', 'population.', 'NN', 'I-NP', 'O')
In conventional epidemiology, prevalence is measured as a unit of person and year.
('In', 'In', 'IN', 'B-PP', 'O')
('conventional', 'conventional', 'JJ', 'B-NP', 'O')
('epidemiology,', 'epidemiology,', 'NN', 'I-NP', 'O')
('prevalence', 'prevalence', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('measured', 'measure', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('unit', 'unit', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('person', 'person', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('year.', 'year.', 'NN', 'I-NP', 'O')
In contrast, the genetic concept of prevalence implies lifetime risk of the diseases.
('In', 'In', 'IN', 'B-PP', 'O')
('contrast,', 'contrast,', 'NN', 'B-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('concept', 'concept', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('prevalence', 'prevalence', 'NN', 'B-NP', 'O')
('implies', 'imply', 'VBZ', 'B-VP', 'O')
('lifetime', 'lifetime', 'NN', 'B-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('diseases.', 'diseases.', 'NN', 'I-NP', 'O')
In the study, prevalence was measured for all the cases during the overall follow-up period (1995-2003), without taking the time span into account.
('In', 'In', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('study,', 'study,', 'NN', 'I-NP', 'O')
('prevalence', 'prevalence', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('measured', 'measure', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('all', 'all', 'PDT', 'B-NP', 'O')
('the', 'the', 'DT', 'I-NP', 'O')
('cases', 'case', 'NNS', 'I-NP', 'O')
('during', 'during', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('overall', 'overall', 'JJ', 'I-NP', 'O')
('follow-up', 'follow-up', 'JJ', 'I-NP', 'O')
('period', 'period', 'NN', 'I-NP', 'O')
('(1995-2003),', '(1995-2003),', 'NN', 'I-NP', 'O')
('without', 'without', 'IN', 'B-PP', 'O')
('taking', 'take', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('time', 'time', 'NN', 'I-NP', 'O')
('span', 'span', 'NN', 'I-NP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('account.', 'account.', 'NN', 'B-NP', 'O')
However, since the follow-up period for estimating population level prevalence (=denominator, 1995-203) and concordance rate within twin pairs (=nominator, maximum 1991 -2003) does not agree, the prevalence was adjusted by a factor which was calculated from the ratio of two follow-up periods.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('since', 'since', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('follow-up', 'follow-up', 'JJ', 'I-NP', 'O')
('period', 'period', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('estimating', 'estimate', 'VBG', 'B-VP', 'O')
('population', 'population', 'NN', 'B-NP', 'O')
('level', 'level', 'NN', 'I-NP', 'O')
('prevalence', 'prevalence', 'NN', 'I-NP', 'O')
('(=denominator,', '(=denominator,', 'VBD', 'B-VP', 'O')
('1995-203)', '1995-203)', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('concordance', 'concordance', 'NN', 'B-NP', 'O')
('rate', 'rate', 'NN', 'I-NP', 'O')
('within', 'within', 'IN', 'B-PP', 'O')
('twin', 'twin', 'JJ', 'B-NP', 'O')
('pairs', 'pair', 'NNS', 'I-NP', 'O')
('(=nominator,', '(=nominator,', 'VBD', 'B-VP', 'O')
('maximum', 'maximum', 'NN', 'B-NP', 'O')
('1991', '1991', 'CD', 'I-NP', 'O')
('-2003)', '-2003)', 'NN', 'I-NP', 'O')
('does', 'do', 'VBZ', 'B-VP', 'O')
('not', 'not', 'RB', 'O', 'O')
('agree,', 'agree,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('prevalence', 'prevalence', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('adjusted', 'adjust', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('factor', 'factor', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('calculated', 'calculate', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('ratio', 'ratio', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('follow-up', 'follow-up', 'JJ', 'I-NP', 'O')
('periods.', 'periods.', 'NNS', 'I-NP', 'O')
Follow-up period was re-examined during the study to define effective follow-up period, where the completeness of data sources are satisfactory, by graphical comparisons.
('Follow-up', 'Follow-up', 'JJ', 'B-NP', 'O')
('period', 'period', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('re-examined', 're-examine', 'VBN', 'I-VP', 'O')
('during', 'during', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('define', 'define', 'VB', 'I-VP', 'O')
('effective', 'effective', 'JJ', 'B-NP', 'O')
('follow-up', 'follow-up', 'JJ', 'I-NP', 'O')
('period,', 'period,', 'NN', 'I-NP', 'O')
('where', 'where', 'WRB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('completeness', 'completeness', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('sources', 'source', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('satisfactory,', 'satisfactory,', 'JJ', 'B-ADJP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('graphical', 'graphical', 'JJ', 'B-NP', 'O')
('comparisons.', 'comparisons.', 'NNS', 'I-NP', 'O')
The prevalences of selected cancers were 162.9 for men and 98.6 for women (stomach), 121.0 (breast, women), and 76.8 for men and 60.5 for women (colorectal) out of 100,000 person-year, after adjusting for the correction factor of 1.32 which was calculated form two effective follow-up periods of 8.2 and 10.8 years.
('The', 'The', 'DT', 'B-NP', 'O')
('prevalences', 'prevalence', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('selected', 'select', 'VBN', 'B-NP', 'O')
('cancers', 'cancer', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('162.9', '162.9', 'CD', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('men', 'man', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('98.6', '98.6', 'CD', 'B-NP', 'O')
('for', 'for', 'IN', 'B-SBAR', 'O')
('women', 'woman', 'NNS', 'B-NP', 'O')
('(stomach),', '(stomach),', 'VBD', 'B-VP', 'O')
('121.0', '121.0', 'CD', 'B-NP', 'O')
('(breast,', '(breast,', 'NN', 'I-NP', 'O')
('women),', 'women),', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('76.8', '76.8', 'CD', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('men', 'man', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('60.5', '60.5', 'CD', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('women', 'woman', 'NNS', 'B-NP', 'O')
('(colorectal)', '(colorectal)', 'LS', 'B-VP', 'O')
('out', 'out', 'IN', 'B-PP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('100,000', '100,000', 'CD', 'B-NP', 'O')
('person-year,', 'person-year,', 'NN', 'I-NP', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('adjusting', 'adjust', 'VBG', 'B-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('correction', 'correction', 'NN', 'I-NP', 'B-protein')
('factor', 'factor', 'NN', 'I-NP', 'I-protein')
('of', 'of', 'IN', 'B-PP', 'O')
('1.32', '1.32', 'CD', 'B-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('calculated', 'calculate', 'VBN', 'I-VP', 'O')
('form', 'form', 'NN', 'B-NP', 'O')
('two', 'two', 'CD', 'I-NP', 'O')
('effective', 'effective', 'JJ', 'I-NP', 'O')
('follow-up', 'follow-up', 'JJ', 'I-NP', 'O')
('periods', 'period', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('8.2', '8.2', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('10.8', '10.8', 'CD', 'I-NP', 'O')
('years.', 'years.', 'NNS', 'I-NP', 'O')
Actually estimated prevalence and adjusted prevalence was demonstrated in Table 1.
('Actually', 'Actually', 'RB', 'B-NP', 'O')
('estimated', 'estimate', 'VBN', 'I-NP', 'O')
('prevalence', 'prevalence', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('adjusted', 'adjust', 'VBN', 'B-NP', 'O')
('prevalence', 'prevalence', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('demonstrated', 'demonstrate', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Table', 'Table', 'JJ', 'B-NP', 'O')
('1.', '1.', 'CD', 'I-NP', 'O')
By applying the operational definition of the study (see the method), the total number of estimated cancer cases fell by 1/3 compared with the total cases in the data sources.
('By', 'By', 'IN', 'B-PP', 'O')
('applying', 'apply', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('operational', 'operational', 'JJ', 'I-NP', 'O')
('definition', 'definition', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('(see', '(see', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('method),', 'method),', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('total', 'total', 'JJ', 'I-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('estimated', 'estimate', 'VBN', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('cases', 'case', 'NNS', 'I-NP', 'O')
('fell', 'fall', 'VBD', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('1/3', '1/3', 'CD', 'B-NP', 'O')
('compared', 'compare', 'VBN', 'B-PP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('total', 'total', 'JJ', 'I-NP', 'O')
('cases', 'case', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('sources.', 'sources.', 'NN', 'I-NP', 'O')
Fig.1 shows the difference between total cases and cases that fell in the operational definition when the first occurrence of each individual was plotted along the follow-up period.
('Fig.1', 'Fig.1', 'NN', 'B-NP', 'B-protein')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('difference', 'difference', 'NN', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('total', 'total', 'JJ', 'B-NP', 'O')
('cases', 'case', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('cases', 'case', 'NNS', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('fell', 'fall', 'VBD', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('operational', 'operational', 'JJ', 'I-NP', 'O')
('definition', 'definition', 'NN', 'I-NP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('first', 'first', 'JJ', 'I-NP', 'O')
('occurrence', 'occurrence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('individual', 'individual', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('plotted', 'plot', 'VBN', 'I-VP', 'O')
('along', 'along', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('follow-up', 'follow-up', 'NN', 'I-NP', 'O')
('period.', 'period.', 'NN', 'I-NP', 'O')
Defined cancer cases were calculated pairwisely,with discrimination of like-sex and opposite-sex twinpairs.
('Defined', 'Define', 'VBN', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('cases', 'case', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('calculated', 'calculate', 'VBN', 'I-VP', 'O')
('pairwisely,', 'pairwisely,', 'NN', 'B-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('discrimination', 'discrimination', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('like-sex', 'like-sex', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('opposite-sex', 'opposite-sex', 'NN', 'I-NP', 'O')
('twin', 'twin', 'NN', 'I-NP', 'O')
('pairs.', 'pairs.', 'NNS', 'I-NP', 'O')
Each like-sex and opposite-sex pairs were further divided into male-male pairs and female-female pairs for like-sex twins, and then once again subdivided according to their disease occurrence; both affected / one affected / none affected (like-sex), both affected / male affected / female affected / none affected (opposite-sex).
('Each', 'Each', 'DT', 'B-NP', 'O')
('like-sex', 'like-sex', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('opposite-sex', 'opposite-sex', 'NN', 'I-NP', 'O')
('pairs', 'pair', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('further', 'further', 'RB', 'I-VP', 'O')
('divided', 'divide', 'VBN', 'I-VP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('male-male', 'male-male', 'JJ', 'B-NP', 'O')
('pairs', 'pair', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('female-female', 'female-female', 'JJ', 'B-NP', 'O')
('pairs', 'pair', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('like-sex', 'like-sex', 'NN', 'B-NP', 'O')
('twins,', 'twins,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('then', 'then', 'RB', 'B-VP', 'O')
('once', 'once', 'RB', 'I-VP', 'O')
('again', 'again', 'RB', 'I-VP', 'O')
('subdivided', 'subdivide', 'VBN', 'I-VP', 'O')
('according', 'accord', 'VBG', 'B-PP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('disease', 'disease', 'NN', 'I-NP', 'O')
('occurrence;', 'occurrence;', ':', 'O', 'O')
('both', 'both', 'CC', 'B-VP', 'O')
('affected', 'affect', 'VBN', 'I-VP', 'O')
('/', '/', 'SYM', 'B-NP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('affected', 'affect', 'VBN', 'B-VP', 'O')
('/', '/', 'SYM', 'O', 'O')
('none', 'none', 'NN', 'B-NP', 'O')
('affected', 'affect', 'VBD', 'B-VP', 'O')
('(like-sex),', '(like-sex),', 'JJ', 'B-VP', 'O')
('both', 'both', 'CC', 'I-VP', 'O')
('affected', 'affect', 'VBN', 'I-VP', 'O')
('/', '/', 'SYM', 'B-NP', 'O')
('male', 'male', 'NN', 'I-NP', 'O')
('affected', 'affect', 'VBN', 'B-VP', 'O')
('/', '/', 'SYM', 'B-NP', 'O')
('female', 'female', 'NN', 'I-NP', 'O')
('affected', 'affect', 'VBN', 'B-VP', 'O')
('/', '/', 'SYM', 'O', 'O')
('none', 'none', 'NN', 'B-NP', 'O')
('affected', 'affect', 'VBD', 'B-VP', 'O')
('(opposite-sex).', '(opposite-sex).', 'JJ', 'B-ADJP', 'O')
There were 4, 7, and 8 concordantly affected like-sex twins for stomach, breast and colorectal cancers, while none concordantly affected pairs of opposite-sex twins (Table 2).
('There', 'There', 'EX', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('4,', '4,', 'NN', 'B-NP', 'B-protein')
('7,', '7,', 'CD', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'I-NP', 'I-protein')
('8', '8', 'CD', 'I-NP', 'I-protein')
('concordantly', 'concordantly', 'RB', 'I-NP', 'O')
('affected', 'affect', 'VBN', 'I-NP', 'O')
('like-sex', 'like-sex', 'NN', 'I-NP', 'O')
('twins', 'twin', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('stomach,', 'stomach,', 'NN', 'B-NP', 'O')
('breast', 'breast', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('colorectal', 'colorectal', 'JJ', 'B-NP', 'O')
('cancers,', 'cancers,', 'NN', 'I-NP', 'O')
('while', 'while', 'IN', 'B-SBAR', 'O')
('none', 'none', 'NN', 'B-NP', 'O')
('concordantly', 'concordantly', 'RB', 'B-VP', 'O')
('affected', 'affect', 'VBD', 'I-VP', 'O')
('pairs', 'pair', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('opposite-sex', 'opposite-sex', 'NN', 'B-NP', 'O')
