A Comparative Analysis of Monofunctional Biosynthetic Peptidoglycan Transglycosylase (MBPT) from Pathogenic and Non-pathogenic Bacteria.
('A', 'A', 'DT', 'B-NP', 'O')
Dotplot comparisons using the dotmatcher program   with a window size of 10 and a threshold of 23 were performed in order to examine the similarities between two sequences of infectious bacteria, noninfectious bacteria as well as between infectious and noninfectious bacteria.
('Dotplot', 'Dotplot', 'NN', 'B-NP', 'O')
('comparisons', 'comparison', 'NNS', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('dotmatcher', 'dotmatcher', 'NN', 'I-NP', 'O')
('program', 'program', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('window', 'window', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('10', '10', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('threshold', 'threshold', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('23', '23', 'CD', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('performed', 'perform', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-SBAR', 'O')
('order', 'order', 'NN', 'O', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('examine', 'examine', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('similarities', 'similarity', 'NNS', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('infectious', 'infectious', 'JJ', 'B-NP', 'O')
('bacteria,', 'bacteria,', 'NN', 'I-NP', 'O')
('noninfectious', 'noninfectious', 'JJ', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('infectious', 'infectious', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('noninfectious', 'noninfectious', 'JJ', 'I-NP', 'O')
('bacteria.', 'bacteria.', 'NN', 'I-NP', 'O')
Further analysis was done to exemplify the differences between pathogenic and non pathogenic bacteria and to isolate and evaluate the subtle differences between the bacteria sequences.
('Further', 'Further', 'JJ', 'B-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('done', 'do', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('exemplify', 'exemplify', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('differences', 'difference', 'NNS', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('pathogenic', 'pathogenic', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('non', 'non', 'JJ', 'I-NP', 'O')
('pathogenic', 'pathogenic', 'JJ', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('isolate', 'isolate', 'VB', 'I-VP', 'O')
('and', 'and', 'CC', 'I-VP', 'O')
('evaluate', 'evaluate', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('subtle', 'subtle', 'JJ', 'I-NP', 'O')
('differences', 'difference', 'NNS', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('sequences.', 'sequences.', 'NNS', 'I-NP', 'O')
Our sequences were aligned using Clustal X (Thompson et al., 1997).
('Our', 'Our', 'PRP$', 'B-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('aligned', 'align', 'VBN', 'I-VP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('Clustal', 'Clustal', 'NNP', 'B-NP', 'O')
('X', 'X', 'NNP', 'I-NP', 'O')
('(Thompson', '(Thompson', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('1997).', '1997).', 'CD', 'B-NP', 'O')
The phylogenic tree was constructed using the neighbor-joining method from the sequence alignment using PHYLIP (Felsenstein, 1989).
('The', 'The', 'DT', 'B-NP', 'O')
('phylogenic', 'phylogenic', 'JJ', 'I-NP', 'O')
('tree', 'tree', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('constructed', 'construct', 'VBN', 'I-VP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('neighbor-joining', 'neighbor-joining', 'JJ', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sequence', 'sequence', 'NN', 'I-NP', 'O')
('alignment', 'alignment', 'NN', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('PHYLIP', 'PHYLIP', 'NN', 'B-NP', 'O')
('(Felsenstein,', '(Felsenstein,', 'NN', 'I-NP', 'O')
('1989).', '1989).', 'CD', 'I-NP', 'O')
The “Bootstrapping” method was performed on the phylogenic tree to assure the position of the clades as well as presenting evolutionary relationships between the infectious and non infectious bacteria.
('The', 'The', 'DT', 'B-NP', 'O')
('“Bootstrapping”', '“Bootstrapping”', 'NNP', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('performed', 'perform', 'VBN', 'I-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('phylogenic', 'phylogenic', 'JJ', 'I-NP', 'O')
('tree', 'tree', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('assure', 'assure', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('position', 'position', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('clades', 'clade', 'NNS', 'I-NP', 'O')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('presenting', 'present', 'VBG', 'B-VP', 'O')
('evolutionary', 'evolutionary', 'JJ', 'B-NP', 'O')
('relationships', 'relationship', 'NNS', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('non', 'non', 'JJ', 'I-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria.', 'bacteria.', 'NN', 'I-NP', 'O')
The tree was then viewed in TREEVIEW for further evaluation of the selected sequences (Page et al., 1996).
('The', 'The', 'DT', 'B-NP', 'O')
('tree', 'tree', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('then', 'then', 'RB', 'I-VP', 'O')
('viewed', 'view', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('TREEVIEW', 'TREEVIEW', 'NN', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('further', 'further', 'JJ', 'B-NP', 'O')
('evaluation', 'evaluation', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('selected', 'select', 'VBN', 'I-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('(Page', '(Page', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('1996).', '1996).', 'CD', 'B-NP', 'O')
When analyzing the MBPT motifs of infectious and non infectious bacteria it becomes apparent that there are several distinct differences between MBPT in infectious versus non infectious bacteria.
('When', 'When', 'WRB', 'B-ADVP', 'O')
('analyzing', 'analyze', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('MBPT', 'MBPT', 'NN', 'I-NP', 'B-protein')
('motifs', 'motif', 'NNS', 'I-NP', 'I-protein')
('of', 'of', 'IN', 'B-PP', 'O')
('infectious', 'infectious', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('non', 'non', 'JJ', 'I-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('becomes', 'become', 'VBZ', 'B-VP', 'O')
('apparent', 'apparent', 'JJ', 'B-ADJP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('several', 'several', 'JJ', 'B-NP', 'O')
('distinct', 'distinct', 'JJ', 'I-NP', 'O')
('differences', 'difference', 'NNS', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('MBPT', 'MBPT', 'NN', 'B-NP', 'B-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('infectious', 'infectious', 'JJ', 'B-NP', 'O')
('versus', 'versus', 'IN', 'B-PP', 'O')
('non', 'non', 'JJ', 'B-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria.', 'bacteria.', 'NN', 'I-NP', 'O')
The infectious bacteria share motifs 5 and 6 while the non infectious bacteria share domain 9 (Fig.
('The', 'The', 'DT', 'B-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('share', 'share', 'VBP', 'B-VP', 'O')
('motifs', 'motif', 'NNS', 'B-NP', 'O')
('5', '5', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('6', '6', 'CD', 'I-NP', 'O')
('while', 'while', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('non', 'non', 'JJ', 'I-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('share', 'share', 'VBP', 'B-VP', 'O')
('domain', 'domain', 'NN', 'B-NP', 'O')
('9', '9', 'CD', 'I-NP', 'O')
('(Fig.', '(Fig.', 'NN', 'I-NP', 'O')
2).
('2).', '2).', 'LS', 'B-LST', 'O')
Motif 5 is present in sequences 1 (Shewanella sp.
('Motif', 'Motif', 'IN', 'B-PP', 'O')
('5', '5', 'CD', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('present', 'present', 'JJ', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('sequences', 'sequence', 'NNS', 'B-NP', 'O')
('1', '1', 'CD', 'B-NP', 'O')
('(Shewanella', '(Shewanella', 'NN', 'I-NP', 'O')
('sp.', 'sp.', 'NN', 'I-NP', 'O')
W3-18-1) through 10 (Yersinia pseudotuberculosis PB1/＋) as well as sequence 12 (Haemophilus influenza PittGG) through 14 (Pseudomonas aeruginosa PA7) which are all members of the gamma proteobacteria family.
('W3-18-1)', 'W3-18-1)', 'NN', 'B-NP', 'O')
('through', 'through', 'IN', 'B-PP', 'O')
('10', '10', 'CD', 'B-NP', 'O')
('(Yersinia', '(Yersinia', 'NNP', 'I-NP', 'O')
('pseudotuberculosis', 'pseudotuberculosis', 'NN', 'I-NP', 'O')
('PB1/＋)', 'PB1/＋)', 'NN', 'I-NP', 'O')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('sequence', 'sequence', 'NN', 'B-NP', 'O')
('12', '12', 'CD', 'I-NP', 'O')
('(Haemophilus', '(Haemophilus', 'NN', 'I-NP', 'O')
('influenza', 'influenza', 'NN', 'I-NP', 'O')
('PittGG)', 'PittGG)', 'NN', 'I-NP', 'O')
('through', 'through', 'IN', 'B-PP', 'O')
('14', '14', 'CD', 'B-NP', 'O')
('(Pseudomonas', '(Pseudomonas', 'NNP', 'I-NP', 'O')
('aeruginosa', 'aeruginosa', 'NN', 'I-NP', 'O')
('PA7)', 'PA7)', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('members', 'member', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('gamma', 'gamma', 'NN', 'I-NP', 'O')
('proteobacteria', 'proteobacteria', 'NN', 'I-NP', 'O')
('family.', 'family.', 'NN', 'I-NP', 'O')
Motif 5 is not present in the sequences of 11 (Haemophilus influenza PittEE) from the gamma proteobacteria family and 15 (Phenylobacterium zucineum HLK1) from the alpha proteobacteria family and is also missing from the non infectious bacteria group marked with an (*).
('Motif', 'Motif', 'IN', 'B-PP', 'O')
('5', '5', 'CD', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('not', 'not', 'RB', 'O', 'O')
('present', 'present', 'JJ', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('11', '11', 'CD', 'B-NP', 'O')
('(Haemophilus', '(Haemophilus', 'NN', 'I-NP', 'O')
('influenza', 'influenza', 'NN', 'I-NP', 'O')
('PittEE)', 'PittEE)', 'NN', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('gamma', 'gamma', 'NN', 'I-NP', 'B-protein')
('proteobacteria', 'proteobacteria', 'NN', 'I-NP', 'I-protein')
('family', 'family', 'NN', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'O', 'O')
('15', '15', 'CD', 'B-NP', 'O')
('(Phenylobacterium', '(Phenylobacterium', 'NN', 'I-NP', 'O')
('zucineum', 'zucineum', 'NN', 'I-NP', 'O')
('HLK1)', 'HLK1)', 'NN', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('alpha', 'alpha', 'NN', 'I-NP', 'B-protein')
('proteobacteria', 'proteobacteria', 'NN', 'I-NP', 'I-protein')
('family', 'family', 'NN', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'O', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('also', 'also', 'RB', 'I-VP', 'O')
('missing', 'miss', 'VBG', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('non', 'non', 'JJ', 'I-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('group', 'group', 'NN', 'I-NP', 'O')
('marked', 'mark', 'VBD', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('(*).', '(*).', 'NN', 'I-NP', 'O')
Motif 9 is present in sequences 11 and 15 as well as all of the non infectious bacteria *16 (Oligotropha carboxidovorans OM5) through *31 (Ralstonia metallidurans CH34) with the exception of *25 (Azoarcus sp.
('Motif', 'Motif', 'IN', 'B-PP', 'O')
('9', '9', 'CD', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('present', 'present', 'JJ', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('sequences', 'sequence', 'NNS', 'B-NP', 'O')
('11', '11', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('15', '15', 'CD', 'I-NP', 'O')
('as', 'as', 'RB', 'I-NP', 'O')
('well', 'well', 'RB', 'I-NP', 'O')
('as', 'as', 'IN', 'I-NP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('non', 'non', 'JJ', 'I-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('*16', '*16', 'NN', 'I-NP', 'B-protein')
('(Oligotropha', '(Oligotropha', 'NN', 'I-NP', 'I-protein')
('carboxidovorans', 'carboxidovoran', 'VBZ', 'B-VP', 'O')
('OM5)', 'OM5)', 'NN', 'B-NP', 'B-protein')
('through', 'through', 'IN', 'B-PP', 'O')
('*31', '*31', 'NN', 'B-NP', 'O')
('(Ralstonia', '(Ralstonia', 'NNP', 'I-NP', 'O')
('metallidurans', 'metalliduran', 'NNS', 'I-NP', 'O')
('CH34)', 'CH34)', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('exception', 'exception', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('*25', '*25', 'CD', 'B-NP', 'O')
('(Azoarcus', '(Azoarcus', 'NNP', 'I-NP', 'O')
('sp.', 'sp.', 'NN', 'I-NP', 'O')
BH72).
('BH72).', 'BH72).', 'NN', 'B-NP', 'B-protein')
Motif 6 is in all of the infectious bacteria except for 1 (Shewanella sp.
('Motif', 'Motif', 'NN', 'B-NP', 'B-protein')
('6', '6', 'CD', 'I-NP', 'I-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('except', 'except', 'IN', 'B-PP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('1', '1', 'CD', 'B-NP', 'O')
('(Shewanella', '(Shewanella', 'NN', 'I-NP', 'O')
('sp.', 'sp.', 'NN', 'I-NP', 'O')
W3181) and 15 (Phenylobacterium zucineum HLK1) as well as being absent in all of the non infectious bacteria.
('W3181)', 'W3181)', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('15', '15', 'CD', 'B-NP', 'O')
('(Phenylobacterium', '(Phenylobacterium', 'NN', 'I-NP', 'O')
('zucineum', 'zucineum', 'NN', 'I-NP', 'O')
('HLK1)', 'HLK1)', 'NN', 'I-NP', 'O')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('being', 'be', 'VBG', 'B-VP', 'O')
('absent', 'absent', 'JJ', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('non', 'non', 'JJ', 'I-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria.', 'bacteria.', 'NN', 'I-NP', 'O')
Motif 8 exists only in the bacteria from two different genuses: Shigella and Escherichia as these two bacteria are closely related.
('Motif', 'Motif', 'NN', 'B-NP', 'O')
('8', '8', 'CD', 'I-NP', 'O')
('exists', 'exist', 'VBZ', 'B-VP', 'O')
('only', 'only', 'RB', 'B-ADVP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('different', 'different', 'JJ', 'I-NP', 'O')
('genuses:', 'genuses:', 'NN', 'I-NP', 'O')
('Shigella', 'Shigella', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('Escherichia', 'Escherichia', 'NNP', 'I-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('two', 'two', 'CD', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('closely', 'closely', 'RB', 'B-ADJP', 'O')
('related.', 'related.', 'JJ', 'I-ADJP', 'O')
The dot plots show the degree of similarity between specified protein sequences of infectious and non infectious bacteria (Fig.
('The', 'The', 'DT', 'B-NP', 'O')
('dot', 'dot', 'NN', 'I-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('show', 'show', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('degree', 'degree', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('similarity', 'similarity', 'NN', 'B-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('specified', 'specify', 'VBN', 'B-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('infectious', 'infectious', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('non', 'non', 'JJ', 'I-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('(Fig.', '(Fig.', 'NNP', 'B-NP', 'O')
3).
('3).', '3).', 'LS', 'B-LST', 'O')
The dot plots comparing non infectious to infectious strains of bacteria enable specific points of the protein structure to be identified and analyzed.
('The', 'The', 'DT', 'B-NP', 'O')
('dot', 'dot', 'NN', 'I-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('comparing', 'compare', 'VBG', 'B-VP', 'O')
('non', 'non', 'JJ', 'B-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('infectious', 'infectious', 'JJ', 'B-NP', 'O')
('strains', 'strain', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('bacteria', 'bacteria', 'NNS', 'B-NP', 'O')
('enable', 'enable', 'VBP', 'B-VP', 'O')
('specific', 'specific', 'JJ', 'B-NP', 'O')
('points', 'point', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('structure', 'structure', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('identified', 'identify', 'VBN', 'I-VP', 'O')
('and', 'and', 'CC', 'O', 'O')
('analyzed.', 'analyzed.', 'VBN', 'B-VP', 'O')
The data produced by the dot plots reinforces the minute differences found between specified protein sequences and can be used for further analysis of different amino acid residues among two different species of bacteria.
('The', 'The', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('produced', 'produce', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('dot', 'dot', 'NN', 'I-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('reinforces', 'reinforce', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('minute', 'minute', 'JJ', 'I-NP', 'O')
('differences', 'difference', 'NNS', 'I-NP', 'O')
('found', 'find', 'VBN', 'B-VP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('specified', 'specify', 'VBN', 'B-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('further', 'further', 'JJ', 'B-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('different', 'different', 'JJ', 'B-NP', 'O')
('amino', 'amino', 'NN', 'I-NP', 'O')
('acid', 'acid', 'NN', 'I-NP', 'O')
('residues', 'residue', 'NNS', 'I-NP', 'O')
('among', 'among', 'IN', 'B-PP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('different', 'different', 'JJ', 'I-NP', 'O')
('species', 'specie', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('bacteria.', 'bacteria.', 'NN', 'B-NP', 'O')
The dot plots comparing non infectious to infectious bacteria underline the motifs that are conserved between the two types of bacteria such as motifs 1, 2, 3, 4, and 7 while reinforcing the motifs within specific domains that are not shared: 6, 5, 9, and 8.
('The', 'The', 'DT', 'B-NP', 'O')
('dot', 'dot', 'NN', 'I-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('comparing', 'compare', 'VBG', 'B-VP', 'O')
('non', 'non', 'JJ', 'B-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('infectious', 'infectious', 'JJ', 'B-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('underline', 'underline', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('motifs', 'motif', 'NNS', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('conserved', 'conserve', 'VBN', 'I-VP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('two', 'two', 'CD', 'I-NP', 'O')
('types', 'type', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('bacteria', 'bacteria', 'NNS', 'B-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('motifs', 'motif', 'NNS', 'B-NP', 'O')
('1,', '1,', '1,', 'B-ADJP', 'B-protein')
('2,', '2,', 'CD', 'B-NP', 'I-protein')
('3,', '3,', 'CD', 'I-NP', 'I-protein')
('4,', '4,', 'CD', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'I-NP', 'I-protein')
('7', '7', 'CD', 'I-NP', 'I-protein')
('while', 'while', 'IN', 'B-SBAR', 'O')
('reinforcing', 'reinforce', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('motifs', 'motif', 'NNS', 'I-NP', 'O')
('within', 'within', 'IN', 'B-PP', 'O')
('specific', 'specific', 'JJ', 'B-NP', 'O')
('domains', 'domain', 'NNS', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('shared:', 'shared:', 'VB', 'I-VP', 'O')
('6,', '6,', 'CD', 'B-NP', 'O')
('5,', '5,', 'CD', 'I-NP', 'O')
('9,', '9,', 'CD', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
