Supervised Model for Identifying Differentially Expressed Genes in DNA Microarray Gene Expression Dataset Using Biological Pathway InformationMicroarray technology makes it possible to measure the expressions of tens of thousands of genes simultaneously under various experimental conditions.
('Supervised', 'Supervised', 'NNP', 'B-NP', 'O')
('average', 'average', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('co-degrees', 'co-degree', 'NNS', 'B-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('correlation', 'correlation', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('microarray', 'microarray', 'NN', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('pathway', 'pathway', 'NN', 'B-NP', 'O')
('knowledge.', 'knowledge.', 'NN', 'I-NP', 'O')
We naturally expected that the average co-degrees on gene pairs in the first class is bigger than that of the second class, and that of the third class the smallest value.
('We', 'We', 'PRP', 'B-NP', 'O')
('naturally', 'naturally', 'RB', 'B-ADVP', 'O')
('expected', 'expect', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('average', 'average', 'JJ', 'I-NP', 'O')
('co-degrees', 'co-degree', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('gene', 'gene', 'NN', 'B-NP', 'O')
('pairs', 'pair', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('first', 'first', 'JJ', 'I-NP', 'O')
('class', 'class', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('bigger', 'big', 'JJR', 'B-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('that', 'that', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('second', 'second', 'JJ', 'I-NP', 'O')
('class,', 'class,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('that', 'that', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('third', 'third', 'JJ', 'I-NP', 'O')
('class', 'class', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('smallest', 'small', 'JJS', 'I-NP', 'O')
('value.', 'value.', 'NN', 'I-NP', 'O')
Fig.
('Fig.', 'Fig.', 'NNP', 'B-NP', 'O')
2 shows the result which agrees with our expectation and so we validate that there is a positive correlation between the relational information of pathway information and microarray data.
('2', '2', 'CD', 'B-NP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('result', 'result', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('agrees', 'agree', 'VBZ', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('expectation', 'expectation', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('so', 'so', 'IN', 'B-SBAR', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('validate', 'validate', 'VBP', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('positive', 'positive', 'JJ', 'I-NP', 'O')
('correlation', 'correlation', 'NN', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('relational', 'relational', 'JJ', 'I-NP', 'O')
('information', 'information', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('pathway', 'pathway', 'NN', 'B-NP', 'O')
('information', 'information', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('microarray', 'microarray', 'NN', 'I-NP', 'O')
('data.', 'data.', 'NN', 'I-NP', 'O')
Applying our model to rosetta compendium dataset, wefind the optimal threshold determining DEGs in whole300 conditions.
('Applying', 'Apply', 'VBG', 'B-VP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('rosetta', 'rosetta', 'NN', 'B-NP', 'O')
('compendium', 'compendium', 'NN', 'I-NP', 'O')
('dataset,', 'dataset,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('find', 'find', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('optimal', 'optimal', 'JJ', 'I-NP', 'O')
('threshold', 'threshold', 'NN', 'I-NP', 'O')
('determining', 'determine', 'VBG', 'B-VP', 'O')
('DEGs', 'DEG', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('whole', 'whole', 'JJ', 'B-NP', 'O')
('300', '300', 'CD', 'I-NP', 'O')
('conditions.', 'conditions.', 'NNS', 'I-NP', 'O')
To do this, we first let G P be the pathway graph obtained from KEGG pathway database and G Mbe a graph constructed from the rosetta compendium dataset by linking co-differentially expressed genes, where differentially expressed genes in each condition are determined by a predefined threshold.
('To', 'To', 'TO', 'B-VP', 'O')
('do', 'do', 'VB', 'I-VP', 'O')
('this,', 'this,', 'VB', 'I-VP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('first', 'first', 'RB', 'B-ADVP', 'O')
('let', 'let', 'VBD', 'B-VP', 'O')
('G', 'G', 'NNP', 'B-NP', 'O')
('P', 'P', 'NNP', 'I-NP', 'O')
('be', 'be', 'VB', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('pathway', 'pathway', 'NN', 'I-NP', 'O')
('graph', 'graph', 'NN', 'I-NP', 'O')
('obtained', 'obtain', 'VBN', 'B-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('KEGG', 'KEGG', 'NN', 'B-NP', 'O')
('pathway', 'pathway', 'NN', 'I-NP', 'O')
('database', 'database', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('G', 'G', 'NN', 'B-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('be', 'be', 'VB', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('graph', 'graph', 'NN', 'I-NP', 'O')
('constructed', 'construct', 'VBN', 'B-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('rosetta', 'rosetta', 'NN', 'I-NP', 'O')
('compendium', 'compendium', 'NN', 'I-NP', 'O')
('dataset', 'dataset', 'NN', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('linking', 'link', 'VBG', 'B-VP', 'O')
('co-differentially', 'co-differentially', 'RB', 'B-NP', 'O')
('expressed', 'express', 'VBN', 'I-NP', 'O')
('genes,', 'genes,', 'NN', 'I-NP', 'O')
('where', 'where', 'WRB', 'B-ADVP', 'O')
('differentially', 'differentially', 'RB', 'B-NP', 'B-DNA')
('expressed', 'express', 'VBN', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'B-NP', 'I-DNA')
('in', 'in', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('condition', 'condition', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('determined', 'determine', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('predefined', 'predefined', 'JJ', 'I-NP', 'O')
('threshold.', 'threshold.', 'NN', 'I-NP', 'O')
The compatibility plot via various thresholds is provided in Fig.
('The', 'The', 'DT', 'B-NP', 'O')
('compatibility', 'compatibility', 'NN', 'I-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('via', 'via', 'IN', 'B-PP', 'O')
('various', 'various', 'JJ', 'B-NP', 'O')
('thresholds', 'threshold', 'NNS', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('provided', 'provide', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Fig.', 'Fig.', 'NNP', 'B-NP', 'O')
3.
('3.', '3.', 'LS', 'B-LST', 'O')
The compatibilities in the figure are calculated with twographs G P and G M ■ The shape of the curve is nearlyuni-peaked, so there is no doubt about selecting threshold in the peak as the optimal one.
('The', 'The', 'DT', 'B-NP', 'O')
('compatibilities', 'compatibility', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('figure', 'figure', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('calculated', 'calculate', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('graphs', 'graph', 'NNS', 'I-NP', 'O')
('G', 'G', 'NNP', 'I-NP', 'O')
('P', 'P', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('G', 'G', 'NNP', 'I-NP', 'O')
('M', 'M', 'NNP', 'I-NP', 'O')
('■', '■', 'VBD', 'B-VP', 'O')
('The', 'The', 'DT', 'B-NP', 'O')
('shape', 'shape', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('curve', 'curve', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('nearly', 'nearly', 'RB', 'B-ADJP', 'O')
('uni-peaked,', 'uni-peaked,', 'JJ', 'I-ADJP', 'O')
('so', 'so', 'IN', 'B-SBAR', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('no', 'no', 'DT', 'B-NP', 'O')
('doubt', 'doubt', 'NN', 'I-NP', 'O')
('about', 'about', 'IN', 'B-PP', 'O')
('selecting', 'select', 'VBG', 'B-VP', 'O')
('threshold', 'threshold', 'NN', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('peak', 'peak', 'NN', 'I-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('optimal', 'optimal', 'JJ', 'I-NP', 'O')
('one.', 'one.', 'CD', 'I-NP', 'O')
Actually, we just adapt simple greed algorithm to find optimal threshold 1.4926 under the restriction that the threshold is independent from conditions for the simplicity of algorithm.
('Actually,', 'Actually,', 'IN', 'B-PP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('just', 'just', 'RB', 'B-VP', 'O')
('adapt', 'adapt', 'VBP', 'I-VP', 'O')
('simple', 'simple', 'JJ', 'B-NP', 'O')
('greed', 'gree', 'VBN', 'I-NP', 'O')
('algorithm', 'algorithm', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('find', 'find', 'VB', 'I-VP', 'O')
('optimal', 'optimal', 'JJ', 'B-NP', 'O')
('threshold', 'threshold', 'NN', 'I-NP', 'O')
('1.4926', '1.4926', 'CD', 'I-NP', 'O')
('under', 'under', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('restriction', 'restriction', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('threshold', 'threshold', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('independent', 'independent', 'JJ', 'B-ADJP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('conditions', 'condition', 'NNS', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('simplicity', 'simplicity', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('algorithm.', 'algorithm.', 'NN', 'B-NP', 'O')
Fig.
('Fig.', 'Fig.', 'NNP', 'B-NP', 'O')
4 shows the distribution of the number of DEGs in 300 conditions applying the optimal threshold.
('4', '4', 'CD', 'B-NP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('distribution', 'distribution', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('DEGs', 'DEG', 'NNS', 'B-NP', 'B-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('300', '300', 'CD', 'B-NP', 'O')
('conditions', 'condition', 'NNS', 'I-NP', 'O')
('applying', 'apply', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('optimal', 'optimal', 'JJ', 'I-NP', 'O')
('threshold.', 'threshold.', 'NN', 'I-NP', 'O')
Among whole 6,153 yeast genes, we see that our model select about 10% of genes as DEGs in each condition.
('Among', 'Among', 'IN', 'B-PP', 'O')
('whole', 'whole', 'JJ', 'B-NP', 'O')
('6,153', '6,153', 'CD', 'I-NP', 'O')
('yeast', 'yeast', 'NN', 'I-NP', 'O')
('genes,', 'genes,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('see', 'see', 'VBP', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('select', 'select', 'JJ', 'B-ADJP', 'O')
('about', 'about', 'IN', 'B-PP', 'O')
('10%', '10%', 'CD', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('DEGs', 'DEG', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('condition.', 'condition.', 'NN', 'I-NP', 'O')
This result agrees with the common criterion which can be found in many biological literatures.
('This', 'This', 'DT', 'B-NP', 'O')
('result', 'result', 'NN', 'I-NP', 'O')
('agrees', 'agree', 'VBZ', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('common', 'common', 'JJ', 'I-NP', 'O')
('criterion', 'criterion', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('found', 'find', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('many', 'many', 'JJ', 'B-NP', 'O')
('biological', 'biological', 'JJ', 'I-NP', 'O')
('literatures.', 'literatures.', 'NN', 'I-NP', 'O')
In the present paper, we suggest a novel model to identify differentially expressed genes in each conditions of a microarray dataset.
('In', 'In', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('present', 'present', 'JJ', 'I-NP', 'O')
('paper,', 'paper,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('suggest', 'suggest', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('novel', 'novel', 'JJ', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('identify', 'identify', 'VB', 'I-VP', 'O')
('differentially', 'differentially', 'RB', 'B-NP', 'B-DNA')
('expressed', 'express', 'VBN', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'B-NP', 'I-DNA')
('in', 'in', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('conditions', 'condition', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('microarray', 'microarray', 'NN', 'I-NP', 'O')
('dataset.', 'dataset.', 'NN', 'I-NP', 'O')
The procedure is one of the first steps of analyzing expression profiles.
('The', 'The', 'DT', 'B-NP', 'O')
('procedure', 'procedure', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('first', 'first', 'JJ', 'I-NP', 'O')
('steps', 'step', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('analyzing', 'analyze', 'VBG', 'B-VP', 'O')
('expression', 'expression', 'NN', 'B-NP', 'O')
('profiles.', 'profiles.', 'NN', 'I-NP', 'O')
The significant feature of our model is that it uses established knowledge as a reference to determine the direction of analyzing microarray dataset and it does not consider the individual structure but consider the global network structure to determine DEGs in each single condition.
('The', 'The', 'DT', 'B-NP', 'O')
('significant', 'significant', 'JJ', 'I-NP', 'O')
('feature', 'feature', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('uses', 'use', 'VBZ', 'B-VP', 'O')
('established', 'established', 'JJ', 'B-NP', 'O')
('knowledge', 'knowledge', 'NN', 'I-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('reference', 'reference', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('determine', 'determine', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('direction', 'direction', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('analyzing', 'analyze', 'VBG', 'B-VP', 'O')
('microarray', 'microarray', 'NN', 'B-NP', 'O')
('dataset', 'dataset', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('does', 'do', 'VBZ', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('consider', 'consider', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('individual', 'individual', 'JJ', 'I-NP', 'O')
('structure', 'structure', 'NN', 'I-NP', 'O')
('but', 'but', 'CC', 'O', 'O')
('consider', 'consider', 'VB', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('global', 'global', 'JJ', 'I-NP', 'O')
('network', 'network', 'NN', 'I-NP', 'O')
('structure', 'structure', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('determine', 'determine', 'VB', 'I-VP', 'O')
('DEGs', 'DEG', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('single', 'single', 'JJ', 'I-NP', 'O')
('condition.', 'condition.', 'NN', 'I-NP', 'O')
And because of using information outside array, it does not need any assumptions on the distributions of expression profiles.
('And', 'And', 'CC', 'O', 'O')
('because', 'because', 'IN', 'B-PP', 'O')
('of', 'of', 'IN', 'I-PP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('information', 'information', 'NN', 'B-NP', 'O')
('outside', 'outside', 'IN', 'B-PP', 'O')
('array,', 'array,', 'NN', 'B-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('does', 'do', 'VBZ', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('need', 'need', 'VB', 'I-VP', 'O')
('any', 'any', 'DT', 'B-NP', 'O')
('assumptions', 'assumption', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('distributions', 'distribution', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('expression', 'expression', 'NN', 'B-NP', 'O')
('profiles.', 'profiles.', 'NN', 'I-NP', 'O')
We also investigate the validity of our basic assumption that relational information in existing pathway knowledge reflects the expression level, or moreover network structure of microarray data.
('We', 'We', 'PRP', 'B-NP', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('investigate', 'investigate', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('validity', 'validity', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('basic', 'basic', 'JJ', 'I-NP', 'O')
('assumption', 'assumption', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('relational', 'relational', 'JJ', 'B-NP', 'O')
('information', 'information', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('existing', 'exist', 'VBG', 'B-NP', 'O')
('pathway', 'pathway', 'NN', 'I-NP', 'O')
('knowledge', 'knowledge', 'NN', 'I-NP', 'O')
('reflects', 'reflect', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('level,', 'level,', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'O', 'O')
('moreover', 'moreov', 'JJR', 'B-NP', 'O')
('network', 'network', 'NN', 'I-NP', 'O')
('structure', 'structure', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('microarray', 'microarray', 'NN', 'B-NP', 'O')
('data.', 'data.', 'NN', 'I-NP', 'O')
Knowledge about pathways covers only small portion of genes that exist (Chung eta/., 2004).
('Knowledge', 'Knowledge', 'NN', 'B-NP', 'O')
('about', 'about', 'IN', 'B-PP', 'O')
('pathways', 'pathway', 'NNS', 'B-NP', 'O')
('covers', 'cover', 'VBZ', 'B-VP', 'O')
('only', 'only', 'RB', 'B-NP', 'O')
('small', 'small', 'JJ', 'I-NP', 'O')
('portion', 'portion', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('exist', 'exist', 'VBP', 'B-VP', 'O')
('(Chung', '(Chung', 'NNP', 'B-NP', 'O')
('eta/.,', 'eta/.,', 'NNP', 'I-NP', 'O')
('2004).', '2004).', '.', 'O', 'O')
In case of yeast, less than 10% of the whole genes (i.e.
('In', 'In', 'IN', 'B-PP', 'O')
('case', 'case', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('yeast,', 'yeast,', 'NN', 'B-NP', 'O')
('less', 'less', 'JJR', 'B-NP', 'O')
('than', 'than', 'IN', 'I-NP', 'O')
('10%', '10%', 'CD', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('whole', 'whole', 'JJ', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('(i.e.', '(i.e.', 'FW', 'B-NP', 'O')
-6,000) are found to participate in some known pathways.
('-6,000)', '-6,000)', 'CD', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('found', 'find', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('participate', 'participate', 'VB', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('some', 'some', 'DT', 'B-NP', 'O')
('known', 'known', 'JJ', 'I-NP', 'O')
('pathways.', 'pathways.', 'NNS', 'I-NP', 'O')
And graph structure is too simple to use as a template structure to compare the pathway and microarray data, because it ignore the orders and types of biological relations.
('And', 'And', 'CC', 'O', 'O')
('graph', 'graph', 'NN', 'B-NP', 'O')
('structure', 'structure', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('too', 'too', 'RB', 'B-ADJP', 'O')
('simple', 'simple', 'JJ', 'I-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('use', 'use', 'VB', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('template', 'template', 'JJ', 'I-NP', 'O')
('structure', 'structure', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('compare', 'compare', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('pathway', 'pathway', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('microarray', 'microarray', 'NN', 'I-NP', 'O')
('data,', 'data,', 'NN', 'I-NP', 'O')
('because', 'because', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('ignore', 'ignore', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('orders', 'order', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('types', 'type', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('biological', 'biological', 'JJ', 'B-NP', 'O')
('relations.', 'relations.', 'NNS', 'I-NP', 'O')
These incompleteness and simplicity may give insignificant results of our model.
('These', 'These', 'DT', 'B-NP', 'O')
('incompleteness', 'incompleteness', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('simplicity', 'simplicity', 'NN', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('give', 'give', 'VB', 'I-VP', 'O')
('insignificant', 'insignificant', 'JJ', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('model.', 'model.', 'NN', 'I-NP', 'O')
But applying other biological information, such as protein interaction data and relational information of genes or proteins from biological literature, and modifying graph structure into morecomplicated structure, we can overcome the problem of our current model.
('But', 'But', 'CC', 'O', 'O')
('applying', 'apply', 'VBG', 'B-VP', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('biological', 'biological', 'JJ', 'I-NP', 'O')
('information,', 'information,', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('protein', 'protein', 'NN', 'B-NP', 'O')
('interaction', 'interaction', 'NN', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('relational', 'relational', 'JJ', 'B-NP', 'O')
('information', 'information', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('proteins', 'protein', 'NNS', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('biological', 'biological', 'JJ', 'B-NP', 'O')
('literature,', 'literature,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('modifying', 'modify', 'VBG', 'B-VP', 'O')
('graph', 'graph', 'NN', 'B-NP', 'O')
('structure', 'structure', 'NN', 'I-NP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('more', 'more', 'RBR', 'B-NP', 'O')
('complicated', 'complicated', 'JJ', 'I-NP', 'O')
('structure,', 'structure,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('overcome', 'overcome', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('problem', 'problem', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
