Nomogram for Predicting Survival for Oral Squamous Cell Carcinoma.
('Nomogram', 'Nomogram', 'NN', 'B-NP', 'O')
From Table 3, p53 was shown to not be significantly associated with any clinical factors in the whole dataset and advanced group, and it was only significantly associated with the Tumor Site in the early group.
('From', 'From', 'IN', 'B-PP', 'O')
('Table', 'Table', 'JJ', 'B-NP', 'O')
('3,', '3,', 'NN', 'I-NP', 'O')
('p53', 'p53', 'NN', 'I-NP', 'B-protein')
('was', 'be', 'VBD', 'B-VP', 'O')
('shown', 'show', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('significantly', 'significantly', 'RB', 'I-VP', 'O')
('associated', 'associate', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('any', 'any', 'DT', 'B-NP', 'O')
('clinical', 'clinical', 'JJ', 'I-NP', 'O')
('factors', 'factor', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('whole', 'whole', 'JJ', 'I-NP', 'O')
('dataset', 'dataset', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('advanced', 'advance', 'VBD', 'B-VP', 'O')
('group,', 'group,', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('only', 'only', 'RB', 'I-VP', 'O')
('significantly', 'significantly', 'RB', 'I-VP', 'O')
('associated', 'associate', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Tumor', 'Tumor', 'NN', 'I-NP', 'B-DNA')
('Site', 'Site', 'NN', 'I-NP', 'I-DNA')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('early', 'early', 'JJ', 'I-NP', 'O')
('group.', 'group.', 'NN', 'I-NP', 'O')
These results indicated that p53 can be a novel and independent predictor in the prediction model.
('These', 'These', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('indicated', 'indicate', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('p53', 'p53', 'NN', 'B-NP', 'B-protein')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('novel', 'novel', 'JJ', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('independent', 'independent', 'JJ', 'I-NP', 'O')
('predictor', 'predictor', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('prediction', 'prediction', 'NN', 'I-NP', 'O')
('model.', 'model.', 'NN', 'I-NP', 'O')
In the separate analysis of the early and advanced groups, LN metastasis had only one category, ‘negative’, in the early group; therefore, we excluded this variable from the model (Table 4).
('In', 'In', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('separate', 'separate', 'JJ', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('early', 'early', 'JJ', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('advanced', 'advance', 'VBN', 'I-NP', 'O')
('groups,', 'groups,', 'NN', 'I-NP', 'O')
('LN', 'LN', 'NN', 'I-NP', 'O')
('metastasis', 'metastasis', 'NN', 'I-NP', 'O')
('had', 'have', 'VBD', 'B-VP', 'O')
('only', 'only', 'RB', 'B-NP', 'O')
('one', 'one', 'CD', 'I-NP', 'O')
('category,', 'category,', 'NN', 'I-NP', 'O')
('‘negative’,', '‘negative’,', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('early', 'early', 'JJ', 'I-NP', 'O')
('group;', 'group;', 'NN', 'I-NP', 'O')
('therefore,', 'therefore,', 'RB', 'B-ADVP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('excluded', 'exclude', 'VBD', 'B-VP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('variable', 'variable', 'JJ', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('(Table', '(Table', 'NNP', 'B-NP', 'O')
('4).', '4).', 'CD', 'I-NP', 'O')
No significant factors were identified in the advanced group.
('No', 'No', 'DT', 'B-NP', 'O')
('significant', 'significant', 'JJ', 'I-NP', 'O')
('factors', 'factor', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('identified', 'identify', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('advanced', 'advance', 'VBN', 'I-NP', 'O')
('group.', 'group.', 'NN', 'I-NP', 'O')
However, Grade was significant and p53 was shown to be slightly significant in the early group, even though the pvalue was only marginally larger than 0.05.
('However,', 'However,', 'NNP', 'B-NP', 'O')
('Grade', 'Grade', 'NNP', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('significant', 'significant', 'JJ', 'B-ADJP', 'O')
('and', 'and', 'CC', 'O', 'O')
('p53', 'p53', 'NN', 'B-NP', 'B-protein')
('was', 'be', 'VBD', 'B-VP', 'O')
('shown', 'show', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('slightly', 'slightly', 'RB', 'B-ADJP', 'O')
('significant', 'significant', 'JJ', 'I-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('early', 'early', 'JJ', 'I-NP', 'O')
('group,', 'group,', 'NN', 'I-NP', 'O')
('even', 'even', 'RB', 'B-SBAR', 'O')
('though', 'though', 'IN', 'I-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('pvalue', 'pvalue', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('only', 'only', 'RB', 'B-ADVP', 'O')
('marginally', 'marginally', 'RB', 'B-ADJP', 'O')
('larger', 'large', 'JJR', 'I-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('0.05.', '0.05.', 'CD', 'B-NP', 'O')
Therefore, we constructed a nomogram for the early stage of OSCC.
('Therefore,', 'Therefore,', 'RB', 'B-ADVP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('constructed', 'construct', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('nomogram', 'nomogram', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('early', 'early', 'JJ', 'I-NP', 'O')
('stage', 'stage', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('OSCC.', 'OSCC.', 'NNP', 'B-NP', 'O')
A nomogram predicting the 5-year and 10year survival with clinical factors and p53 expression was constructed for the early group (Fig.
('A', 'A', 'DT', 'B-NP', 'O')
('nomogram', 'nomogram', 'NN', 'I-NP', 'O')
('predicting', 'predict', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('5-year', '5-year', 'JJ', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('10year', '10year', 'JJ', 'I-NP', 'O')
('survival', 'survival', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('clinical', 'clinical', 'JJ', 'B-NP', 'O')
('factors', 'factor', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('p53', 'p53', 'NN', 'B-NP', 'B-protein')
('expression', 'expression', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('constructed', 'construct', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('early', 'early', 'JJ', 'I-NP', 'O')
('group', 'group', 'NN', 'I-NP', 'O')
('(Fig.', '(Fig.', 'NNP', 'B-NP', 'O')
1).
('1).', '1).', 'LS', 'B-LST', 'O')
Metastasis was excluded from the model identification because it was highly unbalanced between the two categories (Y and N).
('Metastasis', 'Metastasis', 'NN', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('excluded', 'exclude', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('identification', 'identification', 'NN', 'I-NP', 'O')
('because', 'because', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('highly', 'highly', 'RB', 'B-ADJP', 'O')
('unbalanced', 'unbalanced', 'JJ', 'I-ADJP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('two', 'two', 'CD', 'I-NP', 'O')
('categories', 'category', 'NNS', 'I-NP', 'O')
('(Y', '(Y', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('N).', 'N).', 'NNP', 'I-NP', 'O')
The Cindex was 0.72 in the nomogram for the early group and p53 was not an influential factor in prediction     　　　　　　　　　　even though it was slightly significant in the multivariate analysis.
('The', 'The', 'DT', 'B-NP', 'O')
('Cindex', 'Cindex', 'NNP', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('0.72', '0.72', 'CD', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('nomogram', 'nomogram', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('early', 'early', 'JJ', 'I-NP', 'O')
('group', 'group', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('p53', 'p53', 'NN', 'B-NP', 'B-protein')
('was', 'be', 'VBD', 'B-VP', 'O')
('not', 'not', 'RB', 'O', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('influential', 'influential', 'JJ', 'I-NP', 'B-protein')
('factor', 'factor', 'NN', 'I-NP', 'I-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('prediction', 'prediction', 'NN', 'B-NP', 'O')
('\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000even', '\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000even', 'VBN', 'B-VP', 'O')
('though', 'though', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('slightly', 'slightly', 'RB', 'B-ADJP', 'O')
('significant', 'significant', 'JJ', 'I-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('multivariate', 'multivariate', 'JJ', 'I-NP', 'O')
('analysis.', 'analysis.', 'NN', 'I-NP', 'O')
The nomogram operates by summing the points of each independent covariate.
('The', 'The', 'DT', 'B-NP', 'O')
('nomogram', 'nomogram', 'NN', 'I-NP', 'O')
('operates', 'operate', 'VBZ', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('summing', 'sum', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('points', 'point', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('independent', 'independent', 'JJ', 'I-NP', 'O')
('covariate.', 'covariate.', 'NN', 'I-NP', 'O')
The probabilities of 5-year and 10-year survival are identified by the calculated total point (Fig.
('The', 'The', 'DT', 'B-NP', 'O')
('probabilities', 'probability', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('5-year', '5-year', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('10-year', '10-year', 'JJ', 'I-NP', 'O')
('survival', 'survival', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('identified', 'identify', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('calculated', 'calculate', 'VBN', 'I-NP', 'O')
('total', 'total', 'JJ', 'I-NP', 'O')
('point', 'point', 'NN', 'I-NP', 'O')
('(Fig.', '(Fig.', 'NNP', 'B-NP', 'O')
2).
('2).', '2).', 'LS', 'B-LST', 'O')
Fig.
('Fig.', 'Fig.', 'NNP', 'B-NP', 'O')
2 shows that the probability of freesurvival increased as the total points increased.
('2', '2', 'CD', 'B-NP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('probability', 'probability', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('freesurvival', 'freesurvival', 'NN', 'B-NP', 'O')
('increased', 'increase', 'VBD', 'B-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('total', 'total', 'JJ', 'I-NP', 'O')
('points', 'point', 'NNS', 'I-NP', 'O')
('increased.', 'increased.', 'VBP', 'B-VP', 'O')
For example, if the total point was 140 for a patient, the probabilities of 5 and 10 year survival would be 90% and 78%, respectively.
('For', 'For', 'IN', 'B-PP', 'O')
('example,', 'example,', 'NN', 'B-NP', 'O')
('if', 'if', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('total', 'total', 'JJ', 'I-NP', 'O')
('point', 'point', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('140', '140', 'CD', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('patient,', 'patient,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('probabilities', 'probability', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('5', '5', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('10', '10', 'CD', 'I-NP', 'O')
('year', 'year', 'NN', 'I-NP', 'O')
('survival', 'survival', 'NN', 'I-NP', 'O')
('would', 'would', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('90%', '90%', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('78%,', '78%,', 'CD', 'I-NP', 'O')
('respectively.', 'respectively.', 'NN', 'I-NP', 'O')
We also investigated if the total point calculated by the nomogram would be a novel predictor.
('We', 'We', 'PRP', 'B-NP', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('investigated', 'investigate', 'VBD', 'B-VP', 'O')
('if', 'if', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('total', 'total', 'JJ', 'I-NP', 'O')
('point', 'point', 'NN', 'I-NP', 'O')
('calculated', 'calculate', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('nomogram', 'nomogram', 'NN', 'I-NP', 'O')
('would', 'would', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('novel', 'novel', 'JJ', 'I-NP', 'O')
('predictor.', 'predictor.', 'NN', 'I-NP', 'O')
The mean of total points assigned by the nomogram was 116.5 and we stratified patients into two groups using this value.
('The', 'The', 'DT', 'B-NP', 'O')
('mean', 'mean', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('total', 'total', 'JJ', 'B-NP', 'O')
('points', 'point', 'NNS', 'I-NP', 'O')
('assigned', 'assign', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('nomogram', 'nomogram', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('116.5', '116.5', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('stratified', 'stratify', 'VBD', 'B-VP', 'O')
('patients', 'patient', 'NNS', 'B-NP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('groups', 'group', 'NNS', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('value.', 'value.', 'NN', 'I-NP', 'O')
The sample size for the early stage was 40, which was not sufficient to identify subsets; however, we examined if the total points derived from the nomogram could significantly classify the survival of OSCC.
('The', 'The', 'DT', 'B-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('early', 'early', 'JJ', 'I-NP', 'O')
('stage', 'stage', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('40,', '40,', 'CD', 'B-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('not', 'not', 'RB', 'O', 'O')
('sufficient', 'sufficient', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('identify', 'identify', 'VB', 'I-VP', 'O')
('subsets;', 'subsets;', 'NN', 'B-NP', 'O')
('however,', 'however,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('examined', 'examine', 'VBD', 'B-VP', 'O')
('if', 'if', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('total', 'total', 'JJ', 'I-NP', 'O')
('points', 'point', 'NNS', 'I-NP', 'O')
('derived', 'derive', 'VBN', 'B-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('nomogram', 'nomogram', 'NN', 'I-NP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('significantly', 'significantly', 'RB', 'I-VP', 'O')
('classify', 'classify', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('survival', 'survival', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('OSCC.', 'OSCC.', 'NNP', 'B-NP', 'O')
For this, the KaplanMeier survival curve was plotted and the LogRank test was performed (Fig.
('For', 'For', 'IN', 'B-PP', 'O')
('this,', 'this,', 'DT', 'B-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('KaplanMeier', 'KaplanMeier', 'NNP', 'I-NP', 'O')
('survival', 'survival', 'NN', 'I-NP', 'O')
('curve', 'curve', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('plotted', 'plot', 'VBN', 'I-VP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('LogRank', 'LogRank', 'NNP', 'I-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('performed', 'perform', 'VBN', 'I-VP', 'O')
('(Fig.', '(Fig.', 'NNP', 'B-NP', 'O')
3).
('3).', '3).', 'LS', 'B-LST', 'O')
Fig.
('Fig.', 'Fig.', 'NNP', 'B-NP', 'O')
3 shows the stratification of the survival curves based on total points assigned by the nomogram, and those curves were significantly different (pvalue＜0.05).
('3', '3', 'CD', 'B-NP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('stratification', 'stratification', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('survival', 'survival', 'NN', 'I-NP', 'O')
('curves', 'curve', 'NNS', 'I-NP', 'O')
('based', 'base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('total', 'total', 'JJ', 'B-NP', 'O')
('points', 'point', 'NNS', 'I-NP', 'O')
('assigned', 'assign', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('nomogram,', 'nomogram,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('those', 'those', 'DT', 'B-NP', 'O')
('curves', 'curve', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('significantly', 'significantly', 'RB', 'B-ADJP', 'O')
('different', 'different', 'JJ', 'B-NP', 'O')
('(pvalue＜0.05).', '(pvalue＜0.05).', 'NN', 'I-NP', 'O')
This pvalue should be considered as a measure of curve separation.
('This', 'This', 'DT', 'B-NP', 'O')
('pvalue', 'pvalue', 'NN', 'I-NP', 'O')
('should', 'should', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('considered', 'consider', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('measure', 'measure', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('curve', 'curve', 'NN', 'B-NP', 'O')
('separation.', 'separation.', 'NN', 'I-NP', 'O')
Based on the results shown in Figure 3, the total point calculated by nomogram could be a combined marker for predicting survival.
('Based', 'Base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('shown', 'show', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Figure', 'Figure', 'NNP', 'B-NP', 'O')
('3,', '3,', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('total', 'total', 'JJ', 'I-NP', 'O')
('point', 'point', 'NN', 'I-NP', 'O')
('calculated', 'calculate', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('nomogram', 'nomogram', 'NN', 'B-NP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('combined', 'combined', 'JJ', 'I-NP', 'O')
('marker', 'marker', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('predicting', 'predict', 'VBG', 'B-VP', 'O')
('survival.', 'survival.', 'NN', 'B-NP', 'O')
The nomogram can be a model in which known prognostic factors can be combined and used for risk prediction in cancer (Bianco, 2006).
('The', 'The', 'DT', 'B-NP', 'O')
('nomogram', 'nomogram', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('known', 'known', 'JJ', 'B-NP', 'O')
('prognostic', 'prognostic', 'JJ', 'I-NP', 'O')
('factors', 'factor', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('combined', 'combine', 'VBN', 'I-VP', 'O')
('and', 'and', 'CC', 'O', 'O')
('used', 'use', 'VBN', 'B-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('risk', 'risk', 'NN', 'B-NP', 'O')
('prediction', 'prediction', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('cancer', 'cancer', 'NN', 'B-NP', 'O')
('(Bianco,', '(Bianco,', 'NN', 'I-NP', 'O')
('2006).', '2006).', 'CD', 'I-NP', 'O')
One advantage of nomograms is that they are weighted models comprised   of independent prognostic factors, which provide an appreciation of the magnitude of impacts of individual factors on outcome probability (Kim et al., 2009).
('One', 'One', 'CD', 'B-NP', 'O')
('advantage', 'advantage', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('nomograms', 'nomogram', 'NNS', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('weighted', 'weight', 'VBN', 'I-VP', 'O')
('models', 'model', 'NNS', 'B-NP', 'O')
('comprised', 'comprise', 'VBN', 'B-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('independent', 'independent', 'JJ', 'B-NP', 'O')
('prognostic', 'prognostic', 'JJ', 'I-NP', 'O')
('factors,', 'factors,', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('provide', 'provide', 'VBP', 'B-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('appreciation', 'appreciation', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('magnitude', 'magnitude', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('impacts', 'impact', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('individual', 'individual', 'JJ', 'B-NP', 'O')
('factors', 'factor', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('outcome', 'outcome', 'NN', 'B-NP', 'O')
('probability', 'probability', 'NN', 'I-NP', 'O')
('(Kim', '(Kim', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2009).', '2009).', 'CD', 'B-NP', 'O')
An accurate survival prediction model would be useful for patient counseling, planning follow-up, and selecting patients for additional treatment (Kim et al., 2004).
('An', 'An', 'DT', 'B-NP', 'O')
('accurate', 'accurate', 'JJ', 'I-NP', 'O')
('survival', 'survival', 'NN', 'I-NP', 'O')
('prediction', 'prediction', 'NN', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('would', 'would', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('useful', 'useful', 'JJ', 'B-ADJP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('patient', 'patient', 'NN', 'B-NP', 'O')
('counseling,', 'counseling,', 'NN', 'I-NP', 'O')
('planning', 'plan', 'VBG', 'B-VP', 'O')
('follow-up,', 'follow-up,', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('selecting', 'select', 'VBG', 'B-VP', 'O')
('patients', 'patient', 'NNS', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('additional', 'additional', 'JJ', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('(Kim', '(Kim', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2004).', '2004).', 'CD', 'B-NP', 'O')
The data set that was used in this study had significantly different characteristics between early and advanced stages.
('The', 'The', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('set', 'set', 'VBD', 'B-VP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
