Gene Expression Analysis for Statin-induced Cytotoxicity from Rat Primary Hepatocytes.
('Gene', 'Gene', 'NN', 'B-NP', 'O')
('modulated', 'modulate', 'VBD', 'B-VP', 'O')
('at', 'at', 'IN', 'B-NP', 'O')
('least', 'least', 'JJS', 'I-NP', 'O')
('one', 'one', 'CD', 'I-NP', 'O')
('dose', 'dose', 'NN', 'I-NP', 'O')
('point', 'point', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cerivastatin,', 'cerivastatin,', 'NN', 'B-NP', 'B-protein')
('lovastatin', 'lovastatin', 'NN', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'O', 'O')
('simvastatin', 'simvastatin', 'NN', 'B-NP', 'O')
('treatment,', 'treatment,', 'NN', 'I-NP', 'O')
('respectively.', 'respectively.', 'NN', 'I-NP', 'O')
To examine relations between drug concentration and expression pattern, hierarchical clustering analysis (HCA) was performed for each drug treatment (Fig.
('To', 'To', 'TO', 'B-VP', 'O')
('examine', 'examine', 'VB', 'I-VP', 'O')
('relations', 'relation', 'NNS', 'B-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('drug', 'drug', 'NN', 'B-NP', 'O')
('concentration', 'concentration', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('expression', 'expression', 'NN', 'B-NP', 'O')
('pattern,', 'pattern,', 'NN', 'I-NP', 'O')
('hierarchical', 'hierarchical', 'JJ', 'I-NP', 'O')
('clustering', 'clustering', 'NN', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('(HCA)', '(HCA)', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('performed', 'perform', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('drug', 'drug', 'NN', 'I-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('(Fig.', '(Fig.', 'NN', 'I-NP', 'O')
2).
('2).', '2).', 'LS', 'B-LST', 'O')
The HCA revealed grouping of gene expression profiles along with   the drug concentrations and resulted in four distinctive hierarchical clusters in samples instead of five clusters due to grouping of 1/25 and 1/5 LC20 samples in the same cluster.
('The', 'The', 'DT', 'B-NP', 'O')
('HCA', 'HCA', 'NN', 'I-NP', 'B-protein')
('revealed', 'reveal', 'VBD', 'B-VP', 'O')
('grouping', 'grouping', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('gene', 'gene', 'NN', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('profiles', 'profile', 'NNS', 'I-NP', 'O')
('along', 'along', 'IN', 'B-PP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('drug', 'drug', 'NN', 'I-NP', 'O')
('concentrations', 'concentration', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('resulted', 'result', 'VBD', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('four', 'four', 'CD', 'B-NP', 'O')
('distinctive', 'distinctive', 'JJ', 'I-NP', 'O')
('hierarchical', 'hierarchical', 'JJ', 'I-NP', 'O')
('clusters', 'cluster', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('samples', 'sample', 'NNS', 'B-NP', 'O')
('instead', 'instead', 'RB', 'B-PP', 'O')
('of', 'of', 'IN', 'I-PP', 'O')
('five', 'five', 'CD', 'B-NP', 'O')
('clusters', 'cluster', 'NNS', 'I-NP', 'O')
('due', 'due', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('grouping', 'grouping', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('1/25', '1/25', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('1/5', '1/5', 'CD', 'I-NP', 'O')
('LC20', 'LC20', 'NN', 'I-NP', 'O')
('samples', 'sample', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('same', 'same', 'JJ', 'I-NP', 'O')
('cluster.', 'cluster.', 'NN', 'I-NP', 'O')
Simvastatin and lovastatin treatment resulted in grouping EC and 1/25 LC20 samples into the same cluster whereas cerivastatin treatment resulted in grouping 1/25 LC20 and 1/5 LC20 samples into the same cluster.
('Simvastatin', 'Simvastatin', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('lovastatin', 'lovastatin', 'NN', 'I-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('resulted', 'result', 'VBD', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('grouping', 'group', 'VBG', 'B-VP', 'O')
('EC', 'EC', 'NN', 'B-NP', 'B-cell_type')
('and', 'and', 'CC', 'O', 'O')
('1/25', '1/25', 'CD', 'B-NP', 'O')
('LC20', 'LC20', 'NN', 'I-NP', 'O')
('samples', 'sample', 'NNS', 'I-NP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('same', 'same', 'JJ', 'I-NP', 'O')
('cluster', 'cluster', 'NN', 'I-NP', 'O')
('whereas', 'whereas', 'IN', 'B-PP', 'O')
('cerivastatin', 'cerivastatin', 'NN', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('resulted', 'result', 'VBD', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('grouping', 'group', 'VBG', 'B-VP', 'O')
('1/25', '1/25', 'CD', 'B-NP', 'O')
('LC20', 'LC20', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('1/5', '1/5', 'CD', 'B-NP', 'O')
('LC20', 'LC20', 'NN', 'I-NP', 'O')
('samples', 'sample', 'NNS', 'I-NP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('same', 'same', 'JJ', 'I-NP', 'O')
('cluster.', 'cluster.', 'NN', 'I-NP', 'O')
This observation can be explained by the difference of clinical doses of the drugs.
('This', 'This', 'DT', 'B-NP', 'O')
('observation', 'observation', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('explained', 'explain', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('difference', 'difference', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('clinical', 'clinical', 'JJ', 'B-NP', 'O')
('doses', 'dose', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('drugs.', 'drugs.', 'NN', 'I-NP', 'O')
It is known that cerivastatin has more potent HMG-CoA reductase inhibition effect than other statins (Stein et al., 1997).
('It', 'It', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('known', 'know', 'VBN', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('cerivastatin', 'cerivastatin', 'NN', 'B-NP', 'B-protein')
('has', 'have', 'VBZ', 'B-VP', 'O')
('more', 'more', 'RBR', 'B-NP', 'O')
('potent', 'potent', 'JJ', 'I-NP', 'O')
('HMG-CoA', 'HMG-CoA', 'NN', 'I-NP', 'B-protein')
('reductase', 'reductase', 'NN', 'I-NP', 'I-protein')
('inhibition', 'inhibition', 'NN', 'I-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('statins', 'statin', 'NNS', 'I-NP', 'O')
('(Stein', '(Stein', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('1997).', '1997).', 'CD', 'B-NP', 'O')
Based on the HCA results, it seemed that cerivastatin also caused more toxicity than other two statins at 1/25 LC20 concentration.
('Based', 'Base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('HCA', 'HCA', 'NN', 'I-NP', 'B-protein')
('results,', 'results,', 'VBD', 'B-VP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('seemed', 'seem', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('cerivastatin', 'cerivastatin', 'NN', 'B-NP', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('caused', 'cause', 'VBD', 'B-VP', 'O')
('more', 'more', 'JJR', 'B-NP', 'O')
('toxicity', 'toxicity', 'NN', 'I-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('two', 'two', 'CD', 'I-NP', 'O')
('statins', 'statin', 'NNS', 'I-NP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('1/25', '1/25', 'CD', 'B-NP', 'O')
('LC20', 'LC20', 'NN', 'I-NP', 'O')
('concentration.', 'concentration.', 'NN', 'I-NP', 'O')
Genes whose expressions are highly modulated (more than two fold) by statin treatments compared with control were isolated from each drug and dose conditions after ANOVA test described in the previous section.
('Genes', 'Gene', 'NNS', 'B-NP', 'O')
('whose', 'whose', 'WP$', 'B-NP', 'O')
('expressions', 'expression', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('highly', 'highly', 'RB', 'I-VP', 'O')
('modulated', 'modulate', 'VBN', 'I-VP', 'O')
('(more', '(more', 'RB', 'B-ADVP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('fold)', 'fold)', 'NN', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('statin', 'statin', 'NN', 'B-NP', 'O')
('treatments', 'treatment', 'NNS', 'I-NP', 'O')
('compared', 'compare', 'VBN', 'B-PP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('control', 'control', 'NN', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('isolated', 'isolate', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('drug', 'drug', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('dose', 'dose', 'NN', 'I-NP', 'O')
('conditions', 'condition', 'NNS', 'I-NP', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('ANOVA', 'ANOVA', 'NN', 'B-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('described', 'describe', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('previous', 'previous', 'JJ', 'I-NP', 'O')
('section.', 'section.', 'NN', 'I-NP', 'O')
Table 1 summarized numbers of genes showed more two expression level changes in treatment group.
('Table', 'Table', 'JJ', 'B-NP', 'O')
('1', '1', 'CD', 'I-NP', 'O')
('summarized', 'summarize', 'VBN', 'I-NP', 'O')
('numbers', 'number', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('showed', 'show', 'VBD', 'B-VP', 'O')
('more', 'more', 'RBR', 'B-NP', 'O')
('two', 'two', 'CD', 'I-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('level', 'level', 'NN', 'I-NP', 'O')
('changes', 'change', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('treatment', 'treatment', 'NN', 'B-NP', 'O')
('group.', 'group.', 'NN', 'I-NP', 'O')
In brief, cerivastatin seemed to cause the most serious effect on gene expression in every dose conditions.
('In', 'In', 'IN', 'B-PP', 'O')
('brief,', 'brief,', 'NN', 'B-NP', 'O')
('cerivastatin', 'cerivastatin', 'NN', 'I-NP', 'O')
('seemed', 'seem', 'VBD', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('cause', 'cause', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('most', 'most', 'RBS', 'I-NP', 'O')
('serious', 'serious', 'JJ', 'I-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('gene', 'gene', 'NN', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('every', 'every', 'DT', 'B-NP', 'O')
('dose', 'dose', 'NN', 'I-NP', 'O')
('conditions.', 'conditions.', 'NN', 'I-NP', 'O')
Numbers of significantly modulated genes by cerviastatin were greater up to five fold than lovastatin or simvastatin depending on the dose conditions.
('Numbers', 'Number', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('significantly', 'significantly', 'RB', 'B-NP', 'O')
('modulated', 'modulate', 'VBN', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('cerviastatin', 'cerviastatin', 'NN', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('greater', 'great', 'JJR', 'B-ADJP', 'O')
('up', 'up', 'IN', 'B-NP', 'O')
('to', 'to', 'TO', 'I-NP', 'O')
('five', 'five', 'CD', 'I-NP', 'O')
('fold', 'fold', 'RB', 'B-ADVP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('lovastatin', 'lovastatin', 'NN', 'B-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('simvastatin', 'simvastatin', 'NN', 'I-NP', 'O')
('depending', 'depend', 'VBG', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('dose', 'dose', 'NN', 'I-NP', 'O')
('conditions.', 'conditions.', 'NN', 'I-NP', 'O')
Since cerivastatin showed very similar expression patterns in 1/25 and 1/5 LC20 doses and relatively small numbers of DEG (342 and 409 genes), both dose groups were com  bined into a single group (Mid) in the following common probe isolation, KEGG and GO analysis.
('Since', 'Since', 'IN', 'B-SBAR', 'O')
('cerivastatin', 'cerivastatin', 'NN', 'B-NP', 'O')
('showed', 'show', 'VBD', 'B-VP', 'O')
('very', 'very', 'RB', 'B-NP', 'O')
('similar', 'similar', 'JJ', 'I-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('patterns', 'pattern', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('1/25', '1/25', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('1/5', '1/5', 'CD', 'I-NP', 'O')
('LC20', 'LC20', 'NN', 'I-NP', 'O')
('doses', 'dose', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('relatively', 'relatively', 'RB', 'B-NP', 'O')
('small', 'small', 'JJ', 'I-NP', 'O')
('numbers', 'number', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('DEG', 'DEG', 'NN', 'B-NP', 'O')
('(342', '(342', 'CD', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('409', '409', 'CD', 'I-NP', 'O')
('genes),', 'genes),', 'NN', 'I-NP', 'O')
('both', 'both', 'CC', 'I-NP', 'O')
('dose', 'dose', 'NN', 'I-NP', 'O')
('groups', 'group', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('com', 'com', 'NN', 'B-NP', 'O')
('bined', 'bin', 'VBN', 'B-VP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('single', 'single', 'JJ', 'I-NP', 'O')
('group', 'group', 'NN', 'I-NP', 'O')
('(Mid)', '(Mid)', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('following', 'follow', 'VBG', 'I-NP', 'O')
('common', 'common', 'JJ', 'I-NP', 'O')
('probe', 'probe', 'NN', 'I-NP', 'O')
('isolation,', 'isolation,', 'NN', 'I-NP', 'O')
('KEGG', 'KEGG', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('GO', 'GO', 'NN', 'I-NP', 'O')
('analysis.', 'analysis.', 'NNS', 'I-NP', 'O')
In the contrary, lovastatin and simvastatin revealed similar expression patterns and small DEG numbers at EC and 1/25 LC20 dose groups and the two groups were combined into a single group (Low) as well (Fig.
('In', 'In', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('contrary,', 'contrary,', 'NN', 'I-NP', 'O')
('lovastatin', 'lovastatin', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('simvastatin', 'simvastatin', 'NN', 'I-NP', 'O')
('revealed', 'reveal', 'VBD', 'B-VP', 'O')
('similar', 'similar', 'JJ', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('patterns', 'pattern', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('small', 'small', 'JJ', 'B-NP', 'O')
('DEG', 'DEG', 'NN', 'I-NP', 'O')
('numbers', 'number', 'NNS', 'I-NP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('EC', 'EC', 'NN', 'B-NP', 'B-cell_type')
('and', 'and', 'CC', 'O', 'O')
('1/25', '1/25', 'CD', 'B-NP', 'O')
('LC20', 'LC20', 'NN', 'I-NP', 'O')
('dose', 'dose', 'NN', 'I-NP', 'O')
('groups', 'group', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('two', 'two', 'CD', 'I-NP', 'O')
('groups', 'group', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('combined', 'combine', 'VBN', 'I-VP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('single', 'single', 'JJ', 'I-NP', 'O')
('group', 'group', 'NN', 'I-NP', 'O')
('(Low)', '(Low)', 'NN', 'I-NP', 'O')
('as', 'as', 'RB', 'B-ADVP', 'O')
('well', 'well', 'RB', 'I-ADVP', 'O')
('(Fig.', '(Fig.', '.', 'O', 'B-protein')
2 and Table 1).
('2', '2', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Table', 'Table', 'JJ', 'B-NP', 'O')
('1).', '1).', 'CD', 'I-NP', 'O')
As mentioned in previous section, samples were grouped as low, mid and high depending on doses and drugs.
('As', 'As', 'IN', 'B-SBAR', 'O')
('mentioned', 'mention', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('previous', 'previous', 'JJ', 'B-NP', 'O')
('section,', 'section,', 'NN', 'I-NP', 'O')
('samples', 'sample', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('grouped', 'group', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('low,', 'low,', 'JJ', 'B-NP', 'O')
('mid', 'mid', 'JJ', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('high', 'high', 'JJ', 'I-NP', 'O')
('depending', 'depend', 'VBG', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('doses', 'dose', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('drugs.', 'drugs.', 'NNS', 'I-NP', 'O')
Using Venn diagram analysis, commonly modulated genes by the drugs at each dose were isolated.
('Using', 'Use', 'VBG', 'B-VP', 'O')
('Venn', 'Venn', 'NNP', 'B-NP', 'B-DNA')
('diagram', 'diagram', 'NN', 'I-NP', 'I-DNA')
('analysis,', 'analysis,', 'NN', 'I-NP', 'I-DNA')
('commonly', 'commonly', 'RB', 'B-NP', 'I-DNA')
('modulated', 'modulate', 'VBN', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('drugs', 'drug', 'NNS', 'I-NP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('dose', 'dose', 'NN', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('isolated.', 'isolated.', 'VBN', 'I-VP', 'O')
As seen Fig.
('As', 'As', 'IN', 'B-SBAR', 'O')
('seen', 'see', 'VBN', 'B-VP', 'O')
('Fig.', 'Fig.', 'NNP', 'B-NP', 'O')
3, 16, 37 and 197 genes were commonly presented in low, mid and high-dose treatment respectively.
('3,', '3,', 'CD', 'B-NP', 'O')
('16,', '16,', 'CD', 'I-NP', 'O')
('37', '37', 'CD', 'I-NP', 'B-DNA')
('and', 'and', 'CC', 'I-NP', 'I-DNA')
('197', '197', 'CD', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('were', 'be', 'VBD', 'B-VP', 'O')
('commonly', 'commonly', 'RB', 'I-VP', 'O')
('presented', 'present', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('low,', 'low,', 'NN', 'B-NP', 'O')
('mid', 'mid', 'JJ', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('high-dose', 'high-dose', 'JJ', 'I-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('respectively.', 'respectively.', 'NN', 'I-NP', 'O')
According to KEGG pathway analysis (Kanehisa and Goto, 2000) of these commonly modulated genes, all three drugs modulated genes related to statin efficacy, such as biosynthesis of steroids and fatty acid metabolism, at low and mid dose groups (Table 2).
('According', 'Accord', 'VBG', 'B-PP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('KEGG', 'KEGG', 'NN', 'B-NP', 'O')
('pathway', 'pathway', 'NN', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('(Kanehisa', '(Kanehisa', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Goto,', 'Goto,', 'NNP', 'B-NP', 'O')
('2000)', '2000)', 'CD', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('commonly', 'commonly', 'RB', 'I-NP', 'O')
('modulated', 'modulate', 'VBN', 'I-NP', 'O')
('genes,', 'genes,', 'NN', 'I-NP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('three', 'three', 'CD', 'I-NP', 'O')
('drugs', 'drug', 'NNS', 'I-NP', 'B-DNA')
('modulated', 'modulate', 'VBD', 'B-VP', 'I-DNA')
('genes', 'gene', 'NNS', 'B-NP', 'I-DNA')
('related', 'relate', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('statin', 'statin', 'NN', 'B-NP', 'B-protein')
('efficacy,', 'efficacy,', 'NN', 'I-NP', 'I-protein')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('biosynthesis', 'biosynthesis', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('steroids', 'steroid', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('fatty', 'fatty', 'JJ', 'B-NP', 'O')
('acid', 'acid', 'NN', 'I-NP', 'O')
('metabolism,', 'metabolism,', 'NN', 'I-NP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('low', 'low', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('mid', 'mid', 'JJ', 'I-NP', 'O')
('dose', 'dose', 'NN', 'I-NP', 'O')
('groups', 'group', 'NNS', 'I-NP', 'O')
('(Table', '(Table', 'JJ', 'B-ADJP', 'O')
('2).', '2).', 'CD', 'B-NP', 'O')
But in high dose treatment, the drugs modulated genes related to cell cycle regulation and immune response as well as genes in fatty acid metabolism.
('But', 'But', 'CC', 'O', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('dose', 'dose', 'NN', 'I-NP', 'O')
('treatment,', 'treatment,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('drugs', 'drug', 'NNS', 'I-NP', 'B-DNA')
('modulated', 'modulate', 'VBD', 'B-VP', 'I-DNA')
('genes', 'gene', 'NNS', 'B-NP', 'I-DNA')
('related', 'relate', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('cell', 'cell', 'NN', 'B-NP', 'O')
('cycle', 'cycle', 'NN', 'I-NP', 'O')
('regulation', 'regulation', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('immune', 'immune', 'JJ', 'B-NP', 'O')
('response', 'response', 'NN', 'I-NP', 'O')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('fatty', 'fatty', 'JJ', 'B-NP', 'O')
('acid', 'acid', 'NN', 'I-NP', 'O')
('metabolism.', 'metabolism.', 'NN', 'I-NP', 'O')
This observation suggested that the drugs provoked considerable cytotoxicity in rat primary hepatocytes at high dose (Table 2).
('This', 'This', 'DT', 'B-NP', 'O')
('observation', 'observation', 'NN', 'I-NP', 'O')
('suggested', 'suggest', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('drugs', 'drug', 'NNS', 'I-NP', 'O')
('provoked', 'provoke', 'VBD', 'B-VP', 'O')
('considerable', 'considerable', 'JJ', 'B-NP', 'O')
('cytotoxicity', 'cytotoxicity', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('rat', 'rat', 'NN', 'B-NP', 'B-cell_type')
('primary', 'primary', 'JJ', 'I-NP', 'I-cell_type')
('hepatocytes', 'hepatocyte', 'NNS', 'I-NP', 'I-cell_type')
('at', 'at', 'IN', 'B-PP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('dose', 'dose', 'NN', 'I-NP', 'O')
('(Table', '(Table', 'JJ', 'B-NP', 'O')
('2).', '2).', 'CD', 'I-NP', 'O')
Principal component analysis (PCA) of these commonly modulated genes (219 in total) classified samples into three well defined groups such as control, a group mixed with low and mid doses and a group of high doses.
('Principal', 'Principal', 'JJ', 'B-NP', 'O')
('component', 'component', 'NN', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('(PCA)', '(PCA)', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('commonly', 'commonly', 'RB', 'I-NP', 'O')
('modulated', 'modulate', 'VBN', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('(219', '(219', 'CD', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('total)', 'total)', 'NN', 'B-NP', 'O')
('classified', 'classify', 'VBN', 'B-VP', 'O')
('samples', 'sample', 'NNS', 'B-NP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('three', 'three', 'CD', 'B-NP', 'O')
('well', 'well', 'RB', 'I-NP', 'O')
('defined', 'define', 'VBN', 'I-NP', 'O')
