Recovery of Genes Epigenetically Altered by the Histone Deacetylase Inhibitor Scriptaid and Demethylating Agent 5-Azacytidine in Human Leukemia Cells.
('Recovery', 'Recovery', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('responsible', 'responsible', 'JJ', 'B-ADJP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('metabolism', 'metabolism', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('prostaglandins,', 'prostaglandins,', 'NN', 'B-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('function', 'function', 'VBP', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('variety', 'variety', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('physiological', 'physiological', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('cellular', 'cellular', 'JJ', 'I-NP', 'O')
('processes,', 'processes,', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('inflammation.', 'inflammation.', 'NN', 'B-NP', 'O')
Mutations in this gene result in primary autosomal recessive hypertrophic osteoarthropathy and cranioosteoarthropathy.
('Mutations', 'Mutation', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('result', 'result', 'VBP', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('primary', 'primary', 'JJ', 'B-NP', 'O')
('autosomal', 'autosomal', 'JJ', 'I-NP', 'O')
('recessive', 'recessive', 'JJ', 'I-NP', 'O')
('hypertrophic', 'hypertrophic', 'JJ', 'I-NP', 'O')
('osteoarthropathy', 'osteoarthropathy', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('cranioosteoarthropathy.', 'cranioosteoarthropathy.', 'NN', 'I-NP', 'O')
A recent study reported the association of a risk of lung cancer with an HPGD SNP (Wang et al., 2010).
('A', 'A', 'DT', 'B-NP', 'O')
('recent', 'recent', 'JJ', 'I-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('reported', 'report', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('lung', 'lung', 'NN', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('HPGD', 'HPGD', 'NNP', 'I-NP', 'O')
('SNP', 'SNP', 'NNP', 'I-NP', 'O')
('(Wang', '(Wang', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2010).', '2010).', 'CD', 'B-NP', 'O')
It is inversely correlated with VEGF expression in colorectal cancer (Lim et al., 2010).
('It', 'It', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('inversely', 'inversely', 'RB', 'I-VP', 'O')
('correlated', 'correlate', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('VEGF', 'VEGF', 'NN', 'B-NP', 'B-protein')
('expression', 'expression', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('colorectal', 'colorectal', 'JJ', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('(Lim', '(Lim', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2010).', '2010).', 'CD', 'B-NP', 'O')
HPGD is downregulated in gastric cancer (Thiel et al., 2009).
('HPGD', 'HPGD', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('downregulated', 'downregulate', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('gastric', 'gastric', 'JJ', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('(Thiel', '(Thiel', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2009).', '2009).', 'CD', 'B-NP', 'O')
Reduction of HPGD expression is an independent predictor of poor survival, associated with enhanced cell proliferation in gastric adenocarcinoma (Tatsuwaki et al., 2010).
('Reduction', 'Reduction', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('HPGD', 'HPGD', 'NN', 'B-NP', 'B-protein')
('expression', 'expression', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('independent', 'independent', 'JJ', 'I-NP', 'O')
('predictor', 'predictor', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('poor', 'poor', 'JJ', 'B-NP', 'O')
('survival,', 'survival,', 'NN', 'I-NP', 'O')
('associated', 'associate', 'VBN', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('enhanced', 'enhance', 'VBN', 'B-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('proliferation', 'proliferation', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('gastric', 'gastric', 'JJ', 'B-NP', 'O')
('adenocarcinoma', 'adenocarcinoma', 'NN', 'I-NP', 'O')
('(Tatsuwaki', '(Tatsuwaki', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2010).', '2010).', 'CD', 'B-NP', 'O')
Down regulation of HPGD contributes to PGE2 accumulation in lung, colon, and pancreatic cancers (Pham et al., 2010).
('Down', 'Down', 'JJ', 'B-NP', 'O')
('regulation', 'regulation', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('HPGD', 'HPGD', 'NN', 'B-NP', 'B-protein')
('contributes', 'contribute', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('PGE2', 'PGE2', 'NN', 'B-NP', 'O')
('accumulation', 'accumulation', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('lung,', 'lung,', 'NN', 'B-NP', 'O')
('colon,', 'colon,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('pancreatic', 'pancreatic', 'JJ', 'B-NP', 'O')
('cancers', 'cancer', 'NNS', 'I-NP', 'O')
('(Pham', '(Pham', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2010).', '2010).', 'CD', 'B-NP', 'O')
But, HPGD protein level is higher in malignant ovarian tissue samples compared to normal tissue, which does not correlate with the former report (Thill et al., 2010).
('But,', 'But,', 'NN', 'B-NP', 'O')
('HPGD', 'HPGD', 'NN', 'I-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('level', 'level', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('higher', 'high', 'JJR', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('malignant', 'malignant', 'JJ', 'B-NP', 'O')
('ovarian', 'ovarian', 'JJ', 'I-NP', 'O')
('tissue', 'tissue', 'NN', 'I-NP', 'O')
('samples', 'sample', 'NNS', 'I-NP', 'O')
('compared', 'compare', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('normal', 'normal', 'JJ', 'B-NP', 'O')
('tissue,', 'tissue,', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('does', 'do', 'VBZ', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('correlate', 'correlate', 'VB', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('former', 'former', 'JJ', 'I-NP', 'O')
('report', 'report', 'NN', 'I-NP', 'O')
('(Thill', '(Thill', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2010).', '2010).', 'CD', 'B-NP', 'O')
HPGD is up-regulated in leukemia cells after combination treatment with 5-azacytidine and scriptaid.
('HPGD', 'HPGD', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('up-regulated', 'up-regulate', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('leukemia', 'leukemia', 'NN', 'B-NP', 'B-cell_type')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_type')
('after', 'after', 'IN', 'B-PP', 'O')
('combination', 'combination', 'NN', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('5-azacytidine', '5-azacytidine', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('scriptaid.', 'scriptaid.', 'NN', 'I-NP', 'O')
CPA3, carboxypeptidase A3, encodes mast cell carboxypeptidase A (Mc-cpa), which is a highly conserved secretory granule protease.
('CPA3,', 'CPA3,', 'NN', 'B-NP', 'B-protein')
('carboxypeptidase', 'carboxypeptidase', 'NN', 'I-NP', 'O')
('A3,', 'A3,', 'NN', 'I-NP', 'O')
('encodes', 'encode', 'VBZ', 'B-VP', 'O')
('mast', 'mast', 'NN', 'B-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('carboxypeptidase', 'carboxypeptidase', 'NN', 'I-NP', 'O')
('A', 'A', 'NN', 'I-NP', 'O')
('(Mc-cpa),', '(Mc-cpa),', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('highly', 'highly', 'RB', 'I-NP', 'O')
('conserved', 'conserve', 'VBN', 'I-NP', 'O')
('secretory', 'secretory', 'JJ', 'I-NP', 'O')
('granule', 'granule', 'NN', 'I-NP', 'O')
('protease.', 'protease.', 'NN', 'I-NP', 'O')
Mc-cpa plays a crucial role in the generation of phenotypically mature mast cells (Feyerabend et al., 2005).
('Mc-cpa', 'Mc-cpa', 'NN', 'B-NP', 'O')
('plays', 'play', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('crucial', 'crucial', 'JJ', 'I-NP', 'O')
('role', 'role', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('generation', 'generation', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('phenotypically', 'phenotypically', 'RB', 'B-NP', 'O')
('mature', 'mature', 'JJ', 'I-NP', 'B-cell_type')
('mast', 'mast', 'NN', 'I-NP', 'I-cell_type')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_type')
('(Feyerabend', '(Feyerabend', 'VBP', 'B-VP', 'O')
('et', 'et', 'NN', 'B-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2005).', '2005).', 'CD', 'B-NP', 'O')
CPA3 is upregulated in leukemia cells after combination treatment with 5azacytidine and scriptaid.
('CPA3', 'CPA3', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('upregulated', 'upregulate', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('leukemia', 'leukemia', 'NN', 'B-NP', 'B-cell_type')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_type')
('after', 'after', 'IN', 'B-PP', 'O')
('combination', 'combination', 'NN', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('5azacytidine', '5azacytidine', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('scriptaid.', 'scriptaid.', 'NN', 'I-NP', 'O')
Overexpression of CEACAM6, carcinoembryonic antigenrelated cell adhesion molecule 6, independently predicted poor overall survival in colorectal cancer (Jantscheff et al., 2003).
('Overexpression', 'Overexpression', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('CEACAM6,', 'CEACAM6,', 'NN', 'B-NP', 'O')
('carcinoembryonic', 'carcinoembryonic', 'JJ', 'I-NP', 'O')
('antigenrelated', 'antigenrelated', 'JJ', 'I-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('adhesion', 'adhesion', 'NN', 'I-NP', 'O')
('molecule', 'molecule', 'NN', 'I-NP', 'O')
('6,', '6,', 'CD', 'I-NP', 'O')
('independently', 'independently', 'RB', 'B-ADVP', 'O')
('predicted', 'predict', 'VBD', 'B-VP', 'O')
('poor', 'poor', 'JJ', 'B-NP', 'O')
('overall', 'overall', 'JJ', 'I-NP', 'O')
('survival', 'survival', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('colorectal', 'colorectal', 'JJ', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('(Jantscheff', '(Jantscheff', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2003).', '2003).', 'CD', 'B-NP', 'O')
High expression of CEACAM6 mRNA was reported in acute lymphoblastic leukemias (Lasa et al., 2008).
('High', 'High', 'JJ', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('CEACAM6', 'CEACAM6', 'NN', 'B-NP', 'B-RNA')
('mRNA', 'mRNA', 'NN', 'I-NP', 'I-RNA')
('was', 'be', 'VBD', 'B-VP', 'O')
('reported', 'report', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('acute', 'acute', 'JJ', 'B-NP', 'O')
('lymphoblastic', 'lymphoblastic', 'JJ', 'I-NP', 'O')
('leukemias', 'leukemia', 'NNS', 'I-NP', 'O')
('(Lasa', '(Lasa', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2008).', '2008).', 'CD', 'B-NP', 'O')
CEACAM6 is associated with neutrophil adhesion to the endothelium and angiogenesis (Skubitz and Skubitz 2008).
('CEACAM6', 'CEACAM6', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('associated', 'associate', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('neutrophil', 'neutrophil', 'NN', 'B-NP', 'B-cell_type')
('adhesion', 'adhesion', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('endothelium', 'endothelium', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('angiogenesis', 'angiogenesis', 'NN', 'I-NP', 'O')
('(Skubitz', '(Skubitz', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Skubitz', 'Skubitz', 'NNP', 'B-NP', 'O')
('2008).', '2008).', 'CD', 'I-NP', 'O')
CEACAM6 is a major target gene for Smad3mediated TGFbeta signaling (Han et al., 2007).
('CEACAM6', 'CEACAM6', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('major', 'major', 'JJ', 'I-NP', 'B-DNA')
('target', 'target', 'NN', 'I-NP', 'I-DNA')
('gene', 'gene', 'NN', 'I-NP', 'I-DNA')
('for', 'for', 'IN', 'B-PP', 'O')
('Smad3mediated', 'Smad3mediated', 'JJ', 'B-NP', 'B-protein')
('TGFbeta', 'TGFbeta', 'NN', 'I-NP', 'I-protein')
('signaling', 'signaling', 'NN', 'I-NP', 'O')
('(Han', '(Han', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2007).', '2007).', 'CD', 'B-NP', 'O')
There is a report of CEACAM6 overexpression in borderline and invasive ovarian neoplasms (Litkouhi et al., 2008).
('There', 'There', 'EX', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('report', 'report', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('CEACAM6', 'CEACAM6', 'NN', 'B-NP', 'B-protein')
('overexpression', 'overexpression', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('borderline', 'borderline', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('invasive', 'invasive', 'JJ', 'I-NP', 'O')
('ovarian', 'ovarian', 'JJ', 'I-NP', 'O')
('neoplasms', 'neoplasm', 'NNS', 'I-NP', 'O')
('(Litkouhi', '(Litkouhi', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2008).', '2008).', 'CD', 'B-NP', 'O')
CEACAM6 is upregulated in leukemia cells after combination treatment with 5azacytidine and scriptaid.
('CEACAM6', 'CEACAM6', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('upregulated', 'upregulate', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('leukemia', 'leukemia', 'NN', 'B-NP', 'B-cell_type')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_type')
('after', 'after', 'IN', 'B-PP', 'O')
('combination', 'combination', 'NN', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('5azacytidine', '5azacytidine', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('scriptaid.', 'scriptaid.', 'NN', 'I-NP', 'O')
LOC653907 is similar to complement component (3b/4b) receptor 1 isoform F precursor.
('LOC653907', 'LOC653907', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('similar', 'similar', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('complement', 'complement', 'VB', 'I-VP', 'O')
('component', 'component', 'NN', 'B-NP', 'O')
('(3b/4b)', '(3b/4b)', 'NN', 'I-NP', 'O')
('receptor', 'receptor', 'NN', 'I-NP', 'O')
('1', '1', 'CD', 'I-NP', 'O')
('isoform', 'isoform', 'NN', 'I-NP', 'O')
('F', 'F', 'NN', 'I-NP', 'O')
('precursor.', 'precursor.', 'NN', 'I-NP', 'O')
It is associated with immunity and defense.
('It', 'It', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('associated', 'associate', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('immunity', 'immunity', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('defense.', 'defense.', 'NN', 'I-NP', 'O')
There are some reports that it is associated with Alzheimer disease or dementia (Bossers et al., 2010).
('There', 'There', 'EX', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('some', 'some', 'DT', 'B-NP', 'O')
('reports', 'report', 'NNS', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('associated', 'associate', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('Alzheimer', 'Alzheimer', 'NN', 'B-NP', 'O')
('disease', 'disease', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'O', 'O')
('dementia', 'dementia', 'NN', 'B-NP', 'O')
('(Bossers', '(Bosser', 'NNS', 'I-NP', 'O')
('et', 'et', 'VBP', 'B-VP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2010).', '2010).', 'CD', 'B-NP', 'O')
LOC653907 is upregulated in leukemia cells after combination treatment with 5azacytidine and scriptaid.
('LOC653907', 'LOC653907', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('upregulated', 'upregulate', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('leukemia', 'leukemia', 'NN', 'B-NP', 'B-cell_type')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_type')
('after', 'after', 'IN', 'B-PP', 'O')
('combination', 'combination', 'NN', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('5azacytidine', '5azacytidine', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('scriptaid.', 'scriptaid.', 'NN', 'I-NP', 'O')
ETS1, erythroblastosis virus E26 oncogene homolog 1, regulates numerous genes and is involved in stem cell development, cell senescence and death, and tumorigenesis (Russell and GarrettSinha, 2010).
('ETS1,', 'ETS1,', 'NN', 'B-NP', 'B-protein')
('erythroblastosis', 'erythroblastosis', 'NN', 'I-NP', 'O')
('virus', 'virus', 'NN', 'I-NP', 'O')
('E26', 'E26', 'NN', 'I-NP', 'O')
('oncogene', 'oncogene', 'NN', 'I-NP', 'O')
('homolog', 'homolog', 'NN', 'I-NP', 'O')
('1,', '1,', 'NN', 'I-NP', 'O')
('regulates', 'regulate', 'VBZ', 'B-VP', 'O')
('numerous', 'numerous', 'JJ', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('involved', 'involve', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('stem', 'stem', 'NN', 'B-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('development,', 'development,', 'NN', 'I-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('senescence', 'senescence', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('death,', 'death,', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('tumorigenesis', 'tumorigenesis', 'NN', 'I-NP', 'O')
('(Russell', '(Russell', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('GarrettSinha,', 'GarrettSinha,', 'NNP', 'I-NP', 'O')
('2010).', '2010).', '.', 'O', 'O')
ETS1 is upregulated in leukemia cells after combination treatment with 5azacytidine and scriptaid.
('ETS1', 'ETS1', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('upregulated', 'upregulate', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('leukemia', 'leukemia', 'NN', 'B-NP', 'B-cell_type')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_type')
('after', 'after', 'IN', 'B-PP', 'O')
('combination', 'combination', 'NN', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('5azacytidine', '5azacytidine', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('scriptaid.', 'scriptaid.', 'NN', 'I-NP', 'O')
RAB37 is a member of the RAS oncogene family.
('RAB37', 'RAB37', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('member', 'member', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('RAS', 'RAS', 'NN', 'I-NP', 'B-DNA')
('oncogene', 'oncogene', 'NN', 'I-NP', 'I-DNA')
('family.', 'family.', 'NN', 'I-NP', 'O')
Rab proteins are lowmolecularmass GTPases that are critical regulators of vesicle trafficking.
('Rab', 'Rab', 'NN', 'B-NP', 'B-protein')
('proteins', 'protein', 'NNS', 'I-NP', 'I-protein')
('are', 'be', 'VBP', 'B-VP', 'O')
('lowmolecularmass', 'lowmolecularmass', 'JJ', 'B-NP', 'B-protein')
('GTPases', 'GTPas', 'NNS', 'I-NP', 'I-protein')
('that', 'that', 'WDT', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('critical', 'critical', 'JJ', 'B-NP', 'O')
('regulators', 'regulator', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('vesicle', 'vesicle', 'NN', 'B-NP', 'O')
('trafficking.', 'trafficking.', 'NN', 'I-NP', 'O')
Frequent downregulation of RAB37 in lung cancer has been reported (Wu et al., 2009).
('Frequent', 'Frequent', 'JJ', 'B-NP', 'O')
('downregulation', 'downregulation', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('RAB37', 'RAB37', 'NN', 'B-NP', 'B-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('lung', 'lung', 'NN', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('reported', 'report', 'VBN', 'I-VP', 'O')
('(Wu', '(Wu', 'NNP', 'B-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2009).', '2009).', 'CD', 'B-NP', 'O')
RAB37 with renal cell cancer association has also been reported (Dobashi et al., 2009).
('RAB37', 'RAB37', 'NN', 'B-NP', 'B-protein')
('with', 'with', 'IN', 'B-PP', 'O')
('renal', 'renal', 'JJ', 'B-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('also', 'also', 'RB', 'I-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('reported', 'report', 'VBN', 'I-VP', 'O')
('(Dobashi', '(Dobashi', 'NNP', 'B-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2009).', '2009).', 'CD', 'B-NP', 'O')
RAB37 is upregulated in leukemia cells after combination treatment with 5azacytidine and scriptaid.
('RAB37', 'RAB37', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('upregulated', 'upregulate', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('leukemia', 'leukemia', 'NN', 'B-NP', 'B-cell_type')
('cells', 'cell', 'NNS', 'I-NP', 'I-cell_type')
('after', 'after', 'IN', 'B-PP', 'O')
('combination', 'combination', 'NN', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('5azacytidine', '5azacytidine', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('scriptaid.', 'scriptaid.', 'NN', 'I-NP', 'O')
PMP22, peripheral myelin protein 22, mediates Schwann cell growth and peripheral myelin compaction.
('PMP22,', 'PMP22,', 'NN', 'B-NP', 'O')
