Finding Interesting Genes Using Reliability in Various Gene Expression Models.
('Finding', 'Find', 'VBG', 'B-VP', 'O')
('estimating', 'estimate', 'VBG', 'B-VP', 'O')
('reliability', 'reliability', 'NN', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('any', 'any', 'DT', 'B-NP', 'O')
('type', 'type', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('summary', 'summary', 'NN', 'B-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('method.', 'method.', 'NN', 'I-NP', 'O')
Let yl be a summary value of the lth chip, and Pl1, Pl2, …, PlK are probelevel data.
('Let', 'Let', 'NN', 'B-NP', 'O')
('yl', 'yl', 'NN', 'I-NP', 'O')
('be', 'be', 'VB', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('summary', 'summary', 'JJ', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('lth', 'lth', 'NN', 'I-NP', 'O')
('chip,', 'chip,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Pl1,', 'Pl1,', 'NN', 'B-NP', 'O')
('Pl2,', 'Pl2,', 'NN', 'I-NP', 'O')
('…,', '…,', ',', 'O', 'O')
('PlK', 'PlK', 'NN', 'B-NP', 'B-protein')
('are', 'be', 'VBP', 'B-VP', 'O')
('probelevel', 'probelevel', 'NN', 'B-NP', 'O')
('data.', 'data.', 'NN', 'I-NP', 'O')
yl is calculated from Pl1, Pl2, …, PlK using one of the summarization methods.
('yl', 'yl', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('calculated', 'calculate', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('Pl1,', 'Pl1,', 'NN', 'B-NP', 'O')
('Pl2,', 'Pl2,', 'NN', 'I-NP', 'O')
('…,', '…,', 'VBD', 'B-VP', 'O')
('PlK', 'PlK', 'NN', 'B-NP', 'B-protein')
('using', 'use', 'VBG', 'B-VP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('summarization', 'summarization', 'NN', 'I-NP', 'O')
('methods.', 'methods.', 'NN', 'I-NP', 'O')
Then, our new reliability measure is defined as follows:    This new reliability measure can be calculated easily with several different summary expression values.
('Then,', 'Then,', 'RB', 'B-ADVP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('new', 'new', 'JJ', 'I-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'O')
('measure', 'measure', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('defined', 'define', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('follows:', 'follows:', ':', 'O', 'O')
('This', 'This', 'DT', 'B-NP', 'O')
('new', 'new', 'JJ', 'I-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'O')
('measure', 'measure', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('calculated', 'calculate', 'VBN', 'I-VP', 'O')
('easily', 'easily', 'RB', 'B-ADVP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('several', 'several', 'JJ', 'B-NP', 'O')
('different', 'different', 'JJ', 'I-NP', 'O')
('summary', 'summary', 'NN', 'I-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
If RMA is the summary estimation method, yl is a summary value from RMA (Irizarry et al., 2003) and Pl1, Pl2, …, PlK are log2 PM values.
('If', 'If', 'IN', 'B-SBAR', 'O')
('RMA', 'RMA', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('summary', 'summary', 'JJ', 'I-NP', 'O')
('estimation', 'estimation', 'NN', 'I-NP', 'O')
('method,', 'method,', 'NN', 'I-NP', 'O')
('yl', 'yl', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('summary', 'summary', 'JJ', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('RMA', 'RMA', 'NNP', 'B-NP', 'O')
('(Irizarry', '(Irizarry', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'VBD', 'B-VP', 'O')
('2003)', '2003)', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Pl1,', 'Pl1,', 'NNP', 'B-NP', 'O')
('Pl2,', 'Pl2,', 'NNP', 'I-NP', 'O')
('…,', '…,', ',', 'O', 'B-protein')
('PlK', 'PlK', 'NNP', 'B-NP', 'I-protein')
('are', 'be', 'VBP', 'B-VP', 'O')
('log2', 'log2', 'NN', 'B-NP', 'O')
('PM', 'PM', 'NN', 'I-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
If MBEI (Li and Wong, 2001) values are used, yl is a summary value from the dchip method and Pl1, Pl2, …, PlK are log2 PM  log2 MM values.
('If', 'If', 'IN', 'B-SBAR', 'O')
('MBEI', 'MBEI', 'NNP', 'B-NP', 'O')
('(Li', '(Li', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Wong,', 'Wong,', 'NNP', 'B-NP', 'O')
('2001)', '2001)', 'CD', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('used,', 'used,', 'JJ', 'B-NP', 'O')
('yl', 'yl', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('summary', 'summary', 'JJ', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('dchip', 'dchip', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Pl1,', 'Pl1,', 'NN', 'B-NP', 'O')
('Pl2,', 'Pl2,', 'NN', 'I-NP', 'O')
('…,', '…,', ',', 'O', 'O')
('PlK', 'PlK', 'NN', 'B-NP', 'B-protein')
('are', 'be', 'VBP', 'B-VP', 'O')
('log2', 'log2', 'NN', 'B-NP', 'O')
('PM', 'PM', 'NN', 'I-NP', 'O')
('log2', 'log2', 'NN', 'I-NP', 'O')
('MM', 'MM', 'NN', 'I-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
This new reliability statistic, ρ*, is easy to calculate, and it can be applied for a variety of summary value methods.
('This', 'This', 'DT', 'B-NP', 'O')
('new', 'new', 'JJ', 'I-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'O')
('statistic,', 'statistic,', 'NN', 'I-NP', 'O')
('ρ*,', 'ρ*,', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('easy', 'easy', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('calculate,', 'calculate,', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('applied', 'apply', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('variety', 'variety', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('summary', 'summary', 'NN', 'B-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('methods.', 'methods.', 'NN', 'I-NP', 'O')
The population version of reliability ρ in the equation (6) is only for the 2-level HLM model and can only be used for .
('The', 'The', 'DT', 'B-NP', 'O')
('population', 'population', 'NN', 'I-NP', 'O')
('version', 'version', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('reliability', 'reliability', 'NN', 'B-NP', 'B-protein')
('ρ', 'ρ', 'NN', 'I-NP', 'I-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('equation', 'equation', 'NN', 'I-NP', 'O')
('(6)', '(6)', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('only', 'only', 'RB', 'B-ADVP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('2-level', '2-level', 'JJ', 'I-NP', 'O')
('HLM', 'HLM', 'NN', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('only', 'only', 'RB', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('.', '.', '.', 'O', 'O')
On the other hand, the reliability statistic ρ* can be used for diagnostics in models with various summary values.
('On', 'On', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('hand,', 'hand,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'B-protein')
('statistic', 'statistic', 'JJ', 'I-NP', 'I-protein')
('ρ*', 'ρ*', 'NN', 'I-NP', 'I-protein')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('diagnostics', 'diagnostic', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('models', 'model', 'NNS', 'B-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('various', 'various', 'JJ', 'B-NP', 'O')
('summary', 'summary', 'NN', 'I-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
Therefore, it is possible to compare various methods to calculate summary values using this measure.
('Therefore,', 'Therefore,', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('possible', 'possible', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('compare', 'compare', 'VB', 'I-VP', 'O')
('various', 'various', 'JJ', 'B-NP', 'O')
('methods', 'method', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('calculate', 'calculate', 'VB', 'I-VP', 'O')
('summary', 'summary', 'NN', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('measure.', 'measure.', 'NN', 'I-NP', 'O')
There is no general rule to decide whether the reliability is high or not.
('There', 'There', 'EX', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('no', 'no', 'DT', 'B-NP', 'O')
('general', 'general', 'JJ', 'I-NP', 'O')
('rule', 'rule', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('decide', 'decide', 'VB', 'I-VP', 'O')
('whether', 'whether', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('high', 'high', 'JJ', 'B-ADJP', 'O')
('or', 'or', 'CC', 'I-ADJP', 'O')
('not.', 'not.', 'JJ', 'I-ADJP', 'O')
We suggest a guideline that helps in decision-making.
('We', 'We', 'PRP', 'B-NP', 'O')
('suggest', 'suggest', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('guideline', 'guideline', 'NN', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('helps', 'help', 'VBZ', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('decision-making.', 'decision-making.', 'NN', 'B-NP', 'O')
The definition of ρ* can be restated as follows:    where K is a constant.
('The', 'The', 'DT', 'B-NP', 'O')
('definition', 'definition', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('ρ*', 'ρ*', 'SYM', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('restated', 'restate', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('follows:', 'follows:', 'NN', 'B-NP', 'O')
('where', 'where', 'WRB', 'B-ADVP', 'O')
('K', 'K', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('constant.', 'constant.', 'NN', 'I-NP', 'O')
Fig.
('Fig.', 'Fig.', 'NNP', 'B-NP', 'O')
3 shows the relationship between ρ* and this ratio of variances.
('3', '3', 'CD', 'B-NP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('relationship', 'relationship', 'NN', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('ρ*', 'ρ*', 'SYM', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('ratio', 'ratio', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('variances.', 'variances.', 'NN', 'B-NP', 'O')
If the ratio is less than or equal to 1, the reliability ρ* will be larger than 0.92.
('If', 'If', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('ratio', 'ratio', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('less', 'less', 'JJR', 'B-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('or', 'or', 'CC', 'O', 'O')
('equal', 'equal', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('1,', '1,', '1,', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'O')
('ρ*', 'ρ*', 'SYM', 'B-NP', 'O')
('will', 'will', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('larger', 'large', 'JJR', 'B-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('0.92.', '0.92.', 'CD', 'B-NP', 'O')
If we allow this ratio up to 2, ρ* should be larger than 0.85.
('If', 'If', 'IN', 'B-SBAR', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('allow', 'allow', 'VBP', 'B-VP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('ratio', 'ratio', 'NN', 'I-NP', 'O')
('up', 'up', 'IN', 'B-PP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('2,', '2,', 'NN', 'B-NP', 'O')
('ρ*', 'ρ*', 'SYM', 'B-NP', 'O')
('should', 'should', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('larger', 'large', 'JJR', 'B-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('0.85.', '0.85.', 'CD', 'B-NP', 'O')
Therefore, if the ratio of variances between probelevel data and summary values is less than or equal to 1, we expect to have a reliability greater than 0.92.
('Therefore,', 'Therefore,', 'RB', 'B-SBAR', 'O')
('if', 'if', 'IN', 'I-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('ratio', 'ratio', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('variances', 'variance', 'NNS', 'B-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('probelevel', 'probelevel', 'NN', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('summary', 'summary', 'JJ', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('less', 'less', 'JJR', 'B-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('or', 'or', 'CC', 'O', 'O')
('equal', 'equal', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('1,', '1,', '1,', 'B-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('expect', 'expect', 'VBP', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'O')
('greater', 'great', 'JJR', 'B-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('0.92.', '0.92.', 'CD', 'B-NP', 'O')
If the reliability is less than 0.92, in this case, we     can not believe the result from the ANOVA.
('If', 'If', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('less', 'less', 'JJR', 'B-NP', 'O')
('than', 'than', 'IN', 'I-NP', 'O')
('0.92,', '0.92,', 'CD', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('case,', 'case,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('believe', 'believe', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('result', 'result', 'NN', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('ANOVA.', 'ANOVA.', 'NN', 'I-NP', 'O')
The experiment is a completely randomized design, containing one treatment having 3 levels  A, B, C  and each is replicated.
('The', 'The', 'DT', 'B-NP', 'O')
('experiment', 'experiment', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('completely', 'completely', 'RB', 'I-NP', 'O')
('randomized', 'randomize', 'VBN', 'I-NP', 'O')
('design,', 'design,', 'NN', 'I-NP', 'O')
('containing', 'contain', 'VBG', 'B-VP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('treatment', 'treatment', 'NN', 'I-NP', 'O')
('having', 'have', 'VBG', 'B-VP', 'O')
('3', '3', 'CD', 'B-NP', 'O')
('levels', 'level', 'NNS', 'I-NP', 'O')
('A,', 'A,', 'NNP', 'B-NP', 'O')
('B,', 'B,', 'NNP', 'I-NP', 'O')
('C', 'C', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('replicated.', 'replicated.', 'VBN', 'I-VP', 'O')
The data were recorded on the new Affymetrix GeneChip Arabidopsis Genome Array.
('The', 'The', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('recorded', 'record', 'VBN', 'I-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('new', 'new', 'JJ', 'I-NP', 'O')
('Affymetrix', 'Affymetrix', 'NNP', 'I-NP', 'O')
('GeneChip', 'GeneChip', 'NNP', 'I-NP', 'O')
('Arabidopsis', 'Arabidopsis', 'NNP', 'I-NP', 'O')
('Genome', 'Genome', 'NNP', 'I-NP', 'O')
('Array.', 'Array.', 'NNP', 'I-NP', 'O')
The PM values were normalized using the quantile method, and RMA was used to determine the summary expression value.
('The', 'The', 'DT', 'B-NP', 'O')
('PM', 'PM', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('normalized', 'normalize', 'VBN', 'I-VP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('quantile', 'quantile', 'JJ', 'I-NP', 'O')
('method,', 'method,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('RMA', 'RMA', 'NN', 'I-NP', 'B-protein')
('was', 'be', 'VBD', 'B-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('determine', 'determine', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('summary', 'summary', 'NN', 'I-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('value.', 'value.', 'NN', 'I-NP', 'O')
We compare the gene lists resulting from the eBayes (Smyth, 2004) and SAM (Tusher et al., 2001) methods, classical ANOVA, and HLM for oneway ANOVA, along with reliability.
('We', 'We', 'PRP', 'B-NP', 'O')
('compare', 'compare', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('lists', 'list', 'NNS', 'I-NP', 'O')
('resulting', 'result', 'VBG', 'B-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('eBayes', 'eBayes', 'NNP', 'I-NP', 'O')
('(Smyth,', '(Smyth,', 'NNP', 'I-NP', 'O')
('2004)', '2004)', 'CD', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('SAM', 'SAM', 'NNP', 'B-NP', 'O')
('(Tusher', '(Tusher', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'VBD', 'B-VP', 'O')
('2001)', '2001)', 'CD', 'B-NP', 'O')
('methods,', 'methods,', 'NN', 'I-NP', 'O')
('classical', 'classical', 'JJ', 'I-NP', 'O')
('ANOVA,', 'ANOVA,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('HLM', 'HLM', 'NN', 'I-NP', 'B-protein')
('for', 'for', 'IN', 'B-PP', 'O')
('oneway', 'oneway', 'NN', 'B-NP', 'O')
('ANOVA,', 'ANOVA,', 'NN', 'I-NP', 'O')
('along', 'along', 'IN', 'B-PP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('reliability.', 'reliability.', 'NN', 'B-NP', 'O')
Table 3 shows the results ordered by the top 15 genes from classical ANOVA.
('Table', 'Table', 'JJ', 'B-NP', 'B-protein')
('3', '3', 'CD', 'I-NP', 'I-protein')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('ordered', 'order', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('top', 'top', 'JJ', 'I-NP', 'B-DNA')
('15', '15', 'CD', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('from', 'from', 'IN', 'B-PP', 'O')
('classical', 'classical', 'JJ', 'B-NP', 'O')
('ANOVA.', 'ANOVA.', 'NN', 'I-NP', 'O')
Table 4 shows the results ordered by eBayes.
('Table', 'Table', 'JJ', 'B-NP', 'B-protein')
('4', '4', 'CD', 'I-NP', 'I-protein')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('ordered', 'order', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('eBayes.', 'eBayes.', 'NN', 'B-NP', 'O')
The tables display the ranks of the genes on the list according to the different methods.
('The', 'The', 'DT', 'B-NP', 'O')
('tables', 'table', 'NNS', 'I-NP', 'O')
('display', 'display', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('ranks', 'rank', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('list', 'list', 'NN', 'I-NP', 'O')
('according', 'accord', 'VBG', 'B-PP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('different', 'different', 'JJ', 'I-NP', 'O')
('methods.', 'methods.', 'NN', 'I-NP', 'O')
Table 5 lists genes that have good reliability and small pvalues that are unfortunately prone to being filtered off a list of interesting genes.
('Table', 'Table', 'JJ', 'B-NP', 'B-DNA')
('5', '5', 'CD', 'I-NP', 'I-DNA')
('lists', 'list', 'NNS', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('that', 'that', 'WDT', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('good', 'good', 'JJ', 'B-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('small', 'small', 'JJ', 'B-NP', 'O')
('pvalues', 'pvalue', 'NNS', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('unfortunately', 'unfortunately', 'RB', 'B-ADJP', 'O')
('prone', 'prone', 'JJ', 'I-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('being', 'be', 'VBG', 'B-VP', 'O')
('filtered', 'filter', 'VBN', 'I-VP', 'O')
('off', 'off', 'RP', 'B-PRT', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('list', 'list', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('interesting', 'interesting', 'JJ', 'B-NP', 'O')
('genes.', 'genes.', 'NNS', 'I-NP', 'O')
Table 6 lists genes that have a small pvalue but also poor reliability that perhaps should be filtered off a list of interesting genes.
('Table', 'Table', 'JJ', 'B-NP', 'B-DNA')
('6', '6', 'CD', 'I-NP', 'I-DNA')
('lists', 'list', 'NNS', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('that', 'that', 'WDT', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('small', 'small', 'JJ', 'I-NP', 'O')
('pvalue', 'pvalue', 'NN', 'I-NP', 'O')
('but', 'but', 'CC', 'B-CONJP', 'O')
('also', 'also', 'RB', 'I-CONJP', 'O')
('poor', 'poor', 'JJ', 'B-NP', 'O')
('reliability', 'reliability', 'NN', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('perhaps', 'perhaps', 'RB', 'B-ADVP', 'O')
('should', 'should', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('filtered', 'filter', 'VBN', 'I-VP', 'O')
('off', 'off', 'RP', 'B-PRT', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('list', 'list', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('interesting', 'interesting', 'JJ', 'B-NP', 'O')
('genes.', 'genes.', 'NNS', 'I-NP', 'O')
By classical ANOVA (Table 3), the most significantly differentially expressed gene, 246785_at, is ranked as low as 129 by eBayes, 26 in the SAM method, and 985     by HLM, and the reliability of this gene is less than perfect at 0.846.
