An Iterative Normalization Algorithm for cDNA Microarray Medical Data AnalysissA cDNA microarray experiment is one of the most usefulhigh-throughput experiments in medical informatics for monitoring gene expression levels.
('An', 'An', 'DT', 'B-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('stable', 'stable', 'JJ', 'I-NP', 'O')
('control', 'control', 'NN', 'I-NP', 'O')
('genes,', 'genes,', 'NN', 'I-NP', 'O')
('approximately', 'approximately', 'RB', 'B-NP', 'O')
('8%', '8%', 'CD', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('genes,', 'genes,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('selected', 'select', 'VBN', 'I-VP', 'O')
('within', 'within', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('±0.05', '±0.05', 'CD', 'I-NP', 'O')
('boundaries', 'boundary', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('0', '0', 'CD', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M}', 'M}', 'NN', 'I-NP', 'O')
('values,', 'values,', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('satisfies', 'satisfy', 'VBZ', 'B-VP', 'O')
('approximately', 'approximately', 'RB', 'B-NP', 'O')
('8%', '8%', 'CD', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('whole', 'whole', 'JJ', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('empirically.', 'empirically.', 'VBP', 'B-VP', 'O')
If the difference in Af}and Afj 4 converges to 0, it means that the positions of the genes are stable and almost fixed.
('If', 'If', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('difference', 'difference', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Af}and', 'Af}and', 'NNP', 'B-NP', 'O')
('Afj', 'Afj', 'NNP', 'I-NP', 'O')
('4', '4', 'CD', 'I-NP', 'O')
('converges', 'converge', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('0,', '0,', 'VB', 'I-VP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('means', 'mean', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('positions', 'position', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('stable', 'stable', 'JJ', 'B-ADJP', 'O')
('and', 'and', 'CC', 'O', 'O')
('almost', 'almost', 'RB', 'B-ADJP', 'O')
('fixed.', 'fixed.', 'JJ', 'I-ADJP', 'O')
Therefore, normalization keeps processing until the index 5,- has the same value over the iterations.
('Therefore,', 'Therefore,', 'NN', 'B-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('keeps', 'keep', 'VBZ', 'B-VP', 'O')
('processing', 'processing', 'NN', 'B-NP', 'O')
('until', 'until', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('index', 'index', 'NN', 'I-NP', 'O')
('5,-', '5,-', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('same', 'same', 'JJ', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('over', 'over', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('iterations.', 'iterations.', 'NN', 'I-NP', 'O')
Many statisticians have proposed new methods using several assumptions.
('Many', 'Many', 'JJ', 'B-NP', 'O')
('statisticians', 'statistician', 'NNS', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('proposed', 'propose', 'VBN', 'I-VP', 'O')
('new', 'new', 'JJ', 'B-NP', 'O')
('methods', 'method', 'NNS', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('several', 'several', 'JJ', 'B-NP', 'O')
('assumptions.', 'assumptions.', 'NNS', 'I-NP', 'O')
Indeed, there is no robust model to evaluate the various normalization methods.
('Indeed,', 'Indeed,', 'IN', 'B-SBAR', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('no', 'no', 'DT', 'B-NP', 'O')
('robust', 'robust', 'JJ', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('evaluate', 'evaluate', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('various', 'various', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('methods.', 'methods.', 'NN', 'I-NP', 'O')
Some people prefer numerical and logical formulations.
('Some', 'Some', 'DT', 'B-NP', 'O')
('people', 'people', 'NNS', 'I-NP', 'O')
('prefer', 'prefer', 'VBP', 'B-VP', 'O')
('numerical', 'numerical', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('logical', 'logical', 'JJ', 'I-NP', 'O')
('formulations.', 'formulations.', 'NNS', 'I-NP', 'O')
However, graphical evaluating method has attracted a great deal of attention.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('graphical', 'graphical', 'JJ', 'B-NP', 'O')
('evaluating', 'evaluating', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('attracted', 'attract', 'VBN', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('great', 'great', 'JJ', 'I-NP', 'O')
('deal', 'deal', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('attention.', 'attention.', 'NN', 'B-NP', 'O')
SMA packages of R provide the function to display some of the intensity of the spots on the array, such as a scanning image by the shades of gray or colors.
('SMA', 'SMA', 'NN', 'B-NP', 'O')
('packages', 'package', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('R', 'R', 'NN', 'B-NP', 'B-protein')
('provide', 'provide', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('display', 'display', 'VB', 'I-VP', 'O')
('some', 'some', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('intensity', 'intensity', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('spots', 'spot', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('array,', 'array,', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('scanning', 'scanning', 'NN', 'I-NP', 'O')
('image', 'image', 'NN', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('shades', 'shade', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('gray', 'gray', 'JJ', 'B-NP', 'O')
('or', 'or', 'CC', 'O', 'O')
('colors.', 'colors.', 'NNS', 'B-NP', 'O')
These spots represent the M values within an absolute critical value defined with quality information such as the spot size or shape.
('These', 'These', 'DT', 'B-NP', 'O')
('spots', 'spot', 'NNS', 'I-NP', 'O')
('represent', 'represent', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('within', 'within', 'IN', 'B-PP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('absolute', 'absolute', 'JJ', 'I-NP', 'O')
('critical', 'critical', 'JJ', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('defined', 'define', 'VBN', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('quality', 'quality', 'NN', 'B-NP', 'O')
('information', 'information', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('spot', 'spot', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('shape.', 'shape.', 'NN', 'I-NP', 'O')
Using this spatial plot, any spatial effect in the data can be examined visually.
('Using', 'Use', 'VBG', 'B-VP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('spatial', 'spatial', 'JJ', 'I-NP', 'O')
('plot,', 'plot,', 'NN', 'I-NP', 'O')
('any', 'any', 'DT', 'B-NP', 'O')
('spatial', 'spatial', 'JJ', 'I-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('examined', 'examine', 'VBN', 'I-VP', 'O')
('visually.', 'visually.', 'FW', 'B-NP', 'O')
Usually, the scatter plot of M and A (M&A plot) with the LOWESS line of data is preferred because it enables up the pattern of whole genes to be checked at a glance.
('Usually,', 'Usually,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('scatter', 'scatter', 'NN', 'I-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('M', 'M', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('A', 'A', 'NN', 'I-NP', 'O')
('(M&A', '(M&A', 'NN', 'I-NP', 'O')
('plot)', 'plot)', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('LOWESS', 'LOWESS', 'NN', 'I-NP', 'B-cell_line')
('line', 'line', 'NN', 'I-NP', 'I-cell_line')
('of', 'of', 'IN', 'B-PP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('preferred', 'prefer', 'VBN', 'I-VP', 'O')
('because', 'because', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('enables', 'enable', 'VBZ', 'B-VP', 'O')
('up', 'up', 'RP', 'B-PRT', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('pattern', 'pattern', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('whole', 'whole', 'JJ', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('checked', 'check', 'VBN', 'I-VP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('glance.', 'glance.', 'NN', 'I-NP', 'O')
Along the average of the intensities, A, on the X-axis, the intensity ratio, M, is expected to have the same mean value, zero.
('Along', 'Along', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('average', 'average', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('intensities,', 'intensities,', 'NN', 'I-NP', 'O')
('A,', 'A,', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('X-axis,', 'X-axis,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('intensity', 'intensity', 'NN', 'I-NP', 'O')
('ratio,', 'ratio,', 'NN', 'I-NP', 'O')
('M,', 'M,', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('expected', 'expect', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('same', 'same', 'JJ', 'I-NP', 'O')
('mean', 'mean', 'JJ', 'I-NP', 'O')
('value,', 'value,', 'NN', 'I-NP', 'O')
('zero.', 'zero.', '.', 'O', 'O')
In order to illustrate this, M cannot be affected by the A values even though the target and reference sample intensities (R and G) have low values inducing low A values.
('In', 'In', 'IN', 'B-SBAR', 'O')
('order', 'order', 'NN', 'O', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('illustrate', 'illustrate', 'VB', 'I-VP', 'O')
('this,', 'this,', 'DT', 'B-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('cannot', 'cannot', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('affected', 'affect', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('A', 'A', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('even', 'even', 'RB', 'B-SBAR', 'O')
('though', 'though', 'IN', 'I-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('target', 'target', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('reference', 'reference', 'NN', 'I-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('intensities', 'intensity', 'NNS', 'I-NP', 'O')
('(R', '(R', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('G)', 'G)', 'NN', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('low', 'low', 'JJ', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('inducing', 'induce', 'VBG', 'B-VP', 'O')
('low', 'low', 'JJ', 'B-NP', 'O')
('A', 'A', 'NN', 'I-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
This means that M is always meant to spread concentrically and symmetrically across all A values.
('This', 'This', 'DT', 'B-NP', 'O')
('means', 'mean', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('M', 'M', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('always', 'always', 'RB', 'I-VP', 'O')
('meant', 'mean', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('spread', 'spread', 'VB', 'I-VP', 'O')
('concentrically', 'concentrically', 'RB', 'B-ADVP', 'O')
('and', 'and', 'CC', 'I-ADVP', 'O')
('symmetrically', 'symmetrically', 'RB', 'I-ADVP', 'O')
('across', 'across', 'IN', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('A', 'A', 'NN', 'I-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
Besides, a box plot separated by print-tips can be used to explore the print-tip effect.
('Besides,', 'Besides,', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('box', 'box', 'NN', 'I-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('separated', 'separate', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('print-tips', 'print-tip', 'NNS', 'B-NP', 'B-protein')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('explore', 'explore', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('print-tip', 'print-tip', 'NN', 'I-NP', 'O')
('effect.', 'effect.', 'NN', 'I-NP', 'O')
It shows comparable box plots of each print-tip in a row.
('It', 'It', 'PRP', 'B-NP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('comparable', 'comparable', 'JJ', 'B-NP', 'O')
('box', 'box', 'NN', 'I-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('print-tip', 'print-tip', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('row.', 'row.', 'NN', 'I-NP', 'O')
After seeing this plot, the mean and variance of the M valuesconfirms the higher specificity than the M &A plot.
('After', 'After', 'IN', 'B-PP', 'O')
('seeing', 'see', 'VBG', 'B-VP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('plot,', 'plot,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('mean', 'mean', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('variance', 'variance', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('confirms', 'confirm', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('higher', 'high', 'JJR', 'I-NP', 'O')
('specificity', 'specificity', 'NN', 'I-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('&A', '&A', 'NN', 'I-NP', 'O')
('plot.', 'plot.', 'NN', 'I-NP', 'O')
The plots as above are ready to evaluate the normalization method.
('The', 'The', 'DT', 'B-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('as', 'as', 'IN', 'B-SBAR', 'O')
('above', 'above', 'RB', 'B-ADVP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('ready', 'ready', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('evaluate', 'evaluate', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('method.', 'method.', 'NN', 'I-NP', 'O')
Using a comparison of each plot before and after normalization, the effect of normalization will be verified approximately.
('Using', 'Use', 'VBG', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('comparison', 'comparison', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('before', 'before', 'IN', 'B-PP', 'O')
('and', 'and', 'CC', 'I-PP', 'O')
('after', 'after', 'IN', 'I-PP', 'O')
('normalization,', 'normalization,', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('normalization', 'normalization', 'NN', 'B-NP', 'O')
('will', 'will', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('verified', 'verify', 'VBN', 'I-VP', 'O')
('approximately.', 'approximately.', 'RB', 'B-ADVP', 'O')
In this paper, all three plots were used as results for evaluating the iterative normalization method from one slide of a data set in the cDNA microarray experiment.
('In', 'In', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('paper,', 'paper,', 'NN', 'I-NP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('three', 'three', 'CD', 'I-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('results', 'result', 'NNS', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('evaluating', 'evaluate', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('slide', 'slide', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('set', 'set', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('cDNA', 'cDNA', 'NN', 'I-NP', 'O')
('microarray', 'microarray', 'NN', 'I-NP', 'O')
('experiment.', 'experiment.', 'NN', 'I-NP', 'O')
Iterative normalization has performed for 25 times iterations and was stopped when 525=0-75—0 was sufficiently satisfied.
('Iterative', 'Iterative', 'JJ', 'B-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('performed', 'perform', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('25', '25', 'CD', 'B-NP', 'O')
('times', 'time', 'NNS', 'I-NP', 'O')
('iterations', 'iteration', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('stopped', 'stop', 'VBN', 'I-VP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('525=0-75—0', '525=0-75—0', 'CD', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('sufficiently', 'sufficiently', 'RB', 'I-VP', 'O')
('satisfied.', 'satisfied.', 'VBN', 'I-VP', 'O')
(Table 1) Through each iterative step, the S values were reducing because the changes in the M values decreased gradually.
('(Table', '(Table', 'JJ', 'B-NP', 'O')
('1)', '1)', 'NN', 'I-NP', 'O')
('Through', 'Through', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('step,', 'step,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('S', 'S', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('reducing', 'reduce', 'VBG', 'I-VP', 'O')
('because', 'because', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('changes', 'change', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('decreased', 'decrease', 'VBD', 'B-VP', 'O')
('gradually.', 'gradually.', 'NN', 'B-NP', 'O')
Coming to the end of iterations, there are fewer changes in the M values and those values become almost fixed.
('Coming', 'Come', 'VBG', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('end', 'end', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('iterations,', 'iterations,', 'NN', 'B-NP', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('fewer', 'few', 'JJR', 'B-NP', 'O')
('changes', 'change', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M', 'M', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('those', 'those', 'DT', 'B-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('become', 'become', 'VBP', 'B-VP', 'O')
('almost', 'almost', 'RB', 'B-ADJP', 'O')
('fixed.', 'fixed.', 'VBN', 'I-ADJP', 'O')
Figure 1 shows that the S value from every iterative stage makes a declining line, which ensures that the S value converges to zero.
('Figure', 'Figure', 'NN', 'B-NP', 'O')
('1', '1', 'CD', 'I-NP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('S', 'S', 'NN', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('every', 'every', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('stage', 'stage', 'NN', 'I-NP', 'O')
('makes', 'make', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('declining', 'decline', 'VBG', 'I-NP', 'O')
('line,', 'line,', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('ensures', 'ensure', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('S', 'S', 'NN', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('converges', 'converge', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('zero.', 'zero.', 'VB', 'I-VP', 'O')
A spatial plot (Fig.2) prior to normalization illustrates the spatial problem caused by the mechanical procedure of the experiment.
('A', 'A', 'DT', 'B-NP', 'O')
('spatial', 'spatial', 'JJ', 'I-NP', 'O')
('plot', 'plot', 'NN', 'I-NP', 'O')
('(Fig.2)', '(Fig.2)', 'NN', 'I-NP', 'O')
('prior', 'prior', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('normalization', 'normalization', 'NN', 'B-NP', 'O')
('illustrates', 'illustrate', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('spatial', 'spatial', 'JJ', 'I-NP', 'O')
('problem', 'problem', 'NN', 'I-NP', 'O')
('caused', 'cause', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('mechanical', 'mechanical', 'JJ', 'I-NP', 'O')
('procedure', 'procedure', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('experiment.', 'experiment.', 'NN', 'I-NP', 'O')
Red spots can be seen crowded around the left part on the slide.
('Red', 'Red', 'JJ', 'B-NP', 'O')
('spots', 'spot', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('seen', 'see', 'VBN', 'I-VP', 'O')
('crowded', 'crowd', 'VBN', 'I-VP', 'O')
('around', 'around', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('left', 'left', 'JJ', 'I-NP', 'O')
('part', 'part', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('slide.', 'slide.', 'NN', 'I-NP', 'O')
However, after iterative normalization, the red spots are located evenly all over the slide.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
