Sample Size and Power Estimation in Case-Control Genetic Association StudiesIn planning a genetic association study, it is necessary to determine the number of samples to be collected for the study in order to achieve sufficient power to detect the hypothesized effect.
('Sample', 'Sample', 'NNP', 'B-NP', 'O')
('chi-square', 'chi-square', 'JJ', 'I-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('statistic', 'statistic', 'JJ', 'B-ADJP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('2><3', '2><3', 'CD', 'B-NP', 'O')
('contingency', 'contingency', 'NN', 'I-NP', 'O')
('tables.', 'tables.', 'NN', 'I-NP', 'O')
If    the    chi-square    test    yields    a significant result, then we may say that the marker locus seems to be in close proximity to such a susceptibility locus for a disease.
('If', 'If', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('chi-square', 'chi-square', 'JJ', 'I-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('yields', 'yield', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('significant', 'significant', 'JJ', 'I-NP', 'O')
('result,', 'result,', 'NN', 'I-NP', 'O')
('then', 'then', 'RB', 'B-ADVP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('say', 'say', 'VB', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('marker', 'marker', 'NN', 'I-NP', 'O')
('locus', 'locus', 'NN', 'I-NP', 'O')
('seems', 'seem', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('close', 'close', 'JJ', 'B-NP', 'O')
('proximity', 'proximity', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('such', 'such', 'PDT', 'B-NP', 'O')
('a', 'a', 'DT', 'I-NP', 'O')
('susceptibility', 'susceptibility', 'NN', 'I-NP', 'B-DNA')
('locus', 'locus', 'NN', 'I-NP', 'I-DNA')
('for', 'for', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('disease.', 'disease.', 'NN', 'I-NP', 'O')
Sample size or power can be estimated using the noncentrality parameter, which can be computed from the asymptotic distribution of the chi-square test on 2><3 contingency tables under a specified alternative hypothesis (Mitra, 1958).
('Sample', 'Sample', 'NN', 'B-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('estimated', 'estimate', 'VBN', 'I-VP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('noncentrality', 'noncentrality', 'JJ', 'I-NP', 'O')
('parameter,', 'parameter,', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('computed', 'compute', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('asymptotic', 'asymptotic', 'JJ', 'I-NP', 'O')
('distribution', 'distribution', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('chi-square', 'chi-square', 'JJ', 'I-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('2><3', '2><3', 'CD', 'B-NP', 'O')
('contingency', 'contingency', 'NN', 'I-NP', 'O')
('tables', 'table', 'NNS', 'I-NP', 'O')
('under', 'under', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('specified', 'specified', 'JJ', 'I-NP', 'O')
('alternative', 'alternative', 'JJ', 'I-NP', 'O')
('hypothesis', 'hypothesis', 'NN', 'I-NP', 'O')
('(Mitra,', '(Mitra,', 'NN', 'I-NP', 'O')
('1958).', '1958).', 'CD', 'I-NP', 'O')
Sample size estimate software such as nQuery can be used to estimate the sample size or power from 2x3 contingency tables.
('Sample', 'Sample', 'JJ', 'B-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('estimate', 'estimate', 'NN', 'I-NP', 'O')
('software', 'software', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('nQuery', 'nQuery', 'NN', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('estimate', 'estimate', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('2x3', '2x3', 'CD', 'B-NP', 'O')
('contingency', 'contingency', 'NN', 'I-NP', 'O')
('tables.', 'tables.', 'NN', 'I-NP', 'O')
Purcell etal.
('Purcell', 'Purcell', 'FW', 'B-ADVP', 'O')
('etal.', 'etal.', 'FW', 'I-ADVP', 'O')
(2003) give description of Genetic Power Calculator (GPC) package which performs power calculations for the design of linkage and association genetic mapping studies of complex traits.
('(2003)', '(2003)', 'LS', 'B-LST', 'O')
('give', 'give', 'VBP', 'B-VP', 'O')
('description', 'description', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Genetic', 'Genetic', 'JJ', 'B-NP', 'O')
('Power', 'Power', 'NN', 'I-NP', 'O')
('Calculator', 'Calculator', 'NN', 'I-NP', 'O')
('(GPC)', '(GPC)', 'NN', 'I-NP', 'O')
('package', 'package', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('performs', 'perform', 'VBZ', 'B-VP', 'O')
('power', 'power', 'NN', 'B-NP', 'O')
('calculations', 'calculation', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('design', 'design', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('linkage', 'linkage', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('mapping', 'mapping', 'NN', 'I-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('complex', 'complex', 'NN', 'B-NP', 'O')
('traits.', 'traits.', 'NN', 'I-NP', 'O')
GPC software can be obtained from the website http://pngu.mgh.harvard.edu/-purcell/gpc/ .
('GPC', 'GPC', 'NN', 'B-NP', 'B-DNA')
('software', 'software', 'NN', 'I-NP', 'I-DNA')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('obtained', 'obtain', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('website', 'website', 'NN', 'I-NP', 'O')
('http://pngu.mgh.harvard.edu/-purcell/gpc/', 'http://pngu.mgh.harvard.edu/-purcell/gpc/', 'NN', 'I-NP', 'O')
('.', '.', '.', 'O', 'O')
There is considerable mistyping in most genotype data due    to    biochemical    anomalies,    human    oversights,    or shortcomings in genotyping scoring software (Sobel et al., 2002).
('There', 'There', 'EX', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('considerable', 'considerable', 'JJ', 'B-NP', 'O')
('mistyping', 'mistyping', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('most', 'most', 'JJS', 'B-NP', 'O')
('genotype', 'genotype', 'NN', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('due', 'due', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('biochemical', 'biochemical', 'JJ', 'B-NP', 'O')
('anomalies,', 'anomalies,', 'NN', 'I-NP', 'O')
('human', 'human', 'JJ', 'I-NP', 'O')
('oversights,', 'oversights,', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('shortcomings', 'shortcoming', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('genotyping', 'genotyping', 'NN', 'B-NP', 'O')
('scoring', 'score', 'VBG', 'B-VP', 'O')
('software', 'software', 'NN', 'B-NP', 'O')
('(Sobel', '(Sobel', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2002).', '2002).', 'CD', 'B-NP', 'O')
Genotyping errors lead to inflation in type I errors or a decrease in power, and bias in statistical inference in genetic association studies.
('Genotyping', 'Genotyping', 'NN', 'B-NP', 'O')
('errors', 'error', 'NNS', 'I-NP', 'O')
('lead', 'lead', 'VBP', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('inflation', 'inflation', 'NN', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('type', 'type', 'NN', 'B-NP', 'O')
('I', 'I', 'CD', 'I-NP', 'O')
('errors', 'error', 'NNS', 'I-NP', 'O')
('or', 'or', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('decrease', 'decrease', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('power,', 'power,', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('bias', 'bias', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('statistical', 'statistical', 'JJ', 'B-NP', 'O')
('inference', 'inference', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('genetic', 'genetic', 'JJ', 'B-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('studies.', 'studies.', 'NN', 'I-NP', 'O')
Gordon    et    al.,    (2001,    2002,    2003)    quantify    the genotyping error effects on the sample size and power needed to maintain asymptotic type I error and type II error rates for case-control genetic association studies between a SNP locus and a disease phenotype.
('Gordon', 'Gordon', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'NN', 'I-NP', 'O')
('(2001,', '(2001,', 'VBD', 'B-VP', 'O')
('2002,', '2002,', 'CD', 'B-NP', 'O')
('2003)', '2003)', 'LS', 'O', 'O')
('quantify', 'quantify', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genotyping', 'genotyping', 'NN', 'I-NP', 'O')
('error', 'error', 'NN', 'I-NP', 'O')
('effects', 'effect', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('needed', 'need', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('maintain', 'maintain', 'VB', 'I-VP', 'O')
('asymptotic', 'asymptotic', 'JJ', 'B-NP', 'O')
('type', 'type', 'NN', 'I-NP', 'O')
('I', 'I', 'CD', 'I-NP', 'O')
('error', 'error', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('type', 'type', 'NN', 'I-NP', 'O')
('II', 'II', 'CD', 'I-NP', 'O')
('error', 'error', 'NN', 'I-NP', 'O')
('rates', 'rate', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('case-control', 'case-control', 'JJ', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('SNP', 'SNP', 'NN', 'I-NP', 'B-DNA')
('locus', 'locus', 'NN', 'I-NP', 'I-DNA')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('disease', 'disease', 'NN', 'I-NP', 'O')
('phenotype.', 'phenotype.', 'NN', 'I-NP', 'O')
Software PAWE (Power for Association With Errors) to estimate thesample size and power for genetic case-control association studies allowing for genotyping error can be found from http://linkage.rockefeller.edu/pawe/ .
('Software', 'Software', 'NNP', 'B-NP', 'O')
('PAWE', 'PAWE', 'NNP', 'I-NP', 'O')
('(Power', '(Power', 'NNP', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('Association', 'Association', 'NNP', 'B-NP', 'O')
('With', 'With', 'IN', 'B-PP', 'O')
('Errors)', 'Errors)', 'NN', 'B-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('estimate', 'estimate', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('genetic', 'genetic', 'JJ', 'B-NP', 'O')
('case-control', 'case-control', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('allowing', 'allow', 'VBG', 'B-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('genotyping', 'genotype', 'VBG', 'B-VP', 'O')
('error', 'error', 'NN', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('found', 'find', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('http://linkage.rockefeller.edu/pawe/', 'http://linkage.rockefeller.edu/pawe/', 'NN', 'B-NP', 'O')
('.', '.', '.', 'O', 'O')
Software PAWE provides power and sample size calculations for case-control studies with a di-al lei ic locus such as SNP in the presence of genotyping errors.
('Software', 'Software', 'NN', 'B-NP', 'O')
('PAWE', 'PAWE', 'NN', 'I-NP', 'O')
('provides', 'provide', 'VBZ', 'B-VP', 'O')
('power', 'power', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('calculations', 'calculation', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('case-control', 'case-control', 'JJ', 'B-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('di-al', 'di-al', 'JJ', 'I-NP', 'B-DNA')
('lei', 'lei', 'NN', 'I-NP', 'I-DNA')
('ic', 'ic', 'JJ', 'I-NP', 'I-DNA')
('locus', 'locus', 'NN', 'I-NP', 'I-DNA')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('SNP', 'SNP', 'NN', 'B-NP', 'B-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('presence', 'presence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genotyping', 'genotyping', 'NN', 'B-NP', 'O')
('errors.', 'errors.', 'NN', 'I-NP', 'O')
The results obtained from data without genotyping errors by software PAWE are identical to those obtained by other genetic association test power calculators, for example, the Genetic Power Calculator    (GPC).
('The', 'The', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('obtained', 'obtain', 'VBN', 'B-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('without', 'without', 'IN', 'B-PP', 'O')
('genotyping', 'genotyping', 'NN', 'B-NP', 'O')
('errors', 'error', 'NNS', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('software', 'software', 'NN', 'B-NP', 'O')
('PAWE', 'PAWE', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('identical', 'identical', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('those', 'those', 'DT', 'B-NP', 'O')
('obtained', 'obtain', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('calculators,', 'calculators,', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('example,', 'example,', 'NN', 'B-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Genetic', 'Genetic', 'NNP', 'I-NP', 'O')
('Power', 'Power', 'NNP', 'I-NP', 'O')
('Calculator', 'Calculator', 'NNP', 'I-NP', 'O')
('(GPC).', '(GPC).', 'NNP', 'I-NP', 'O')
Software    PAWE-3D    (Gordon    et    al., 2005) plots for power and sample size calculations over a range of parameters including genotypic errors for the Cochran-Armitage linear trend test and the genotypic association test.
('Software', 'Software', 'NNP', 'B-NP', 'O')
('PAWE-3D', 'PAWE-3D', 'NNP', 'I-NP', 'O')
('(Gordon', '(Gordon', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2005)', '2005)', 'CD', 'B-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('power', 'power', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('calculations', 'calculation', 'NNS', 'I-NP', 'O')
('over', 'over', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('range', 'range', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('parameters', 'parameter', 'NNS', 'B-NP', 'O')
('including', 'include', 'VBG', 'B-PP', 'O')
('genotypic', 'genotypic', 'JJ', 'B-NP', 'O')
('errors', 'error', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Cochran-Armitage', 'Cochran-Armitage', 'NN', 'I-NP', 'O')
('linear', 'linear', 'JJ', 'I-NP', 'O')
('trend', 'trend', 'NN', 'I-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genotypic', 'genotypic', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('test.', 'test.', 'NN', 'I-NP', 'O')
Software is available from the website http://linkage.rockefeller.edu/pawe3d/ .
('Software', 'Software', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('available', 'available', 'JJ', 'B-ADJP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('website', 'website', 'NN', 'I-NP', 'O')
('http://linkage.rockefeller.edu/pawe3d/', 'http://linkage.rockefeller.edu/pawe3d/', 'NN', 'I-NP', 'O')
('.', '.', '.', 'O', 'O')
Kang et al., (2004)     examine which     genotype misclassification errors are    most costly, in    terms of increased sample size to maintain asymptotic power and significance level.
('Kang', 'Kang', 'NNP', 'B-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.,', 'al.,', 'FW', 'I-NP', 'O')
('(2004)', '(2004)', 'LS', 'B-NP', 'O')
('examine', 'examine', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('genotype', 'genotype', 'NN', 'I-NP', 'O')
('misclassification', 'misclassification', 'NN', 'I-NP', 'O')
('errors', 'error', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('most', 'most', 'RBS', 'B-ADJP', 'O')
('costly,', 'costly,', 'JJ', 'I-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('terms', 'term', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('increased', 'increase', 'VBN', 'B-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('maintain', 'maintain', 'VB', 'I-VP', 'O')
('asymptotic', 'asymptotic', 'JJ', 'B-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('significance', 'significance', 'NN', 'I-NP', 'O')
('level.', 'level.', 'NN', 'I-NP', 'O')
They use chi-square test for 2x3 contingency    tables    instead    of    2x2    contingency    tables since    the    allelic    chi-square    test    based    on    alleles    is inappropriate    when    genotype    frequencies    violate    HWE.
('They', 'They', 'PRP', 'B-NP', 'O')
('use', 'use', 'VBP', 'B-VP', 'O')
('chi-square', 'chi-square', 'JJ', 'B-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('2x3', '2x3', 'CD', 'B-NP', 'O')
('contingency', 'contingency', 'NN', 'I-NP', 'O')
('tables', 'table', 'NNS', 'I-NP', 'O')
('instead', 'instead', 'RB', 'B-PP', 'O')
('of', 'of', 'IN', 'I-PP', 'O')
('2x2', '2x2', 'CD', 'B-NP', 'O')
('contingency', 'contingency', 'NN', 'I-NP', 'O')
('tables', 'table', 'NNS', 'I-NP', 'O')
('since', 'since', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('allelic', 'allelic', 'JJ', 'I-NP', 'O')
('chi-square', 'chi-square', 'JJ', 'I-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('based', 'base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('alleles', 'allele', 'NNS', 'B-NP', 'B-DNA')
('is', 'be', 'VBZ', 'B-VP', 'O')
('inappropriate', 'inappropriate', 'JJ', 'B-ADJP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('genotype', 'genotype', 'NN', 'B-NP', 'O')
('frequencies', 'frequency', 'NNS', 'I-NP', 'O')
('violate', 'violate', 'VBP', 'B-VP', 'O')
('HWE.', 'HWE.', 'NNP', 'B-NP', 'O')
Use of allelic test may be inappropriate even in HWE when genotyping errors are present.
('Use', 'Use', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('allelic', 'allelic', 'JJ', 'B-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('inappropriate', 'inappropriate', 'JJ', 'B-ADJP', 'O')
('even', 'even', 'RB', 'B-ADVP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('HWE', 'HWE', 'NN', 'B-NP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('genotyping', 'genotype', 'VBG', 'B-VP', 'O')
('errors', 'error', 'NNS', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('present.', 'present.', 'JJ', 'B-ADJP', 'O')
They show    that misclassifying a more common genotype as the    less common genotype requires a larger sample size than the reverse misclassification.
('They', 'They', 'PRP', 'B-NP', 'O')
('show', 'show', 'VBP', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('misclassifying', 'misclassifye', 'VBG', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('more', 'more', 'RBR', 'I-NP', 'O')
('common', 'common', 'JJ', 'I-NP', 'O')
('genotype', 'genotype', 'NN', 'I-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('less', 'less', 'RBR', 'I-NP', 'O')
('common', 'common', 'JJ', 'I-NP', 'O')
('genotype', 'genotype', 'NN', 'I-NP', 'O')
('requires', 'require', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('larger', 'large', 'JJR', 'I-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reverse', 'reverse', 'NN', 'I-NP', 'O')
('misclassification.', 'misclassification.', 'NN', 'I-NP', 'O')
Edwards    et    al.
('Edwards', 'Edwards', 'NNP', 'B-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.', 'al.', 'FW', 'I-NP', 'O')
(2005)    describe    high    phenotype    mis­ classification    rates    cited    in    several    studies.
('(2005)', '(2005)', 'LS', 'B-NP', 'O')
('describe', 'describe', 'VBP', 'B-VP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('phenotype', 'phenotype', 'NN', 'I-NP', 'O')
('mis\xad', 'mis\xad', 'NN', 'I-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('rates', 'rate', 'NNS', 'I-NP', 'O')
('cited', 'cite', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('several', 'several', 'JJ', 'B-NP', 'O')
('studies.', 'studies.', 'NNS', 'I-NP', 'O')
Edwards    et al.
('Edwards', 'Edwards', 'NNP', 'B-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.', 'al.', 'FW', 'I-NP', 'O')
(2005)    present    an    impact    of    phenotype    error,    also known as diagnostic error, on power and sample size es­ timates for case-control genetic association studies be­ tween a disease phenotype and a marker locus.
('(2005)', '(2005)', 'LS', 'B-LST', 'O')
('present', 'present', 'VBP', 'B-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('impact', 'impact', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('phenotype', 'phenotype', 'NN', 'B-NP', 'O')
('error,', 'error,', 'NN', 'I-NP', 'O')
('also', 'also', 'RB', 'B-VP', 'O')
('known', 'know', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('diagnostic', 'diagnostic', 'JJ', 'B-NP', 'O')
('error,', 'error,', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('power', 'power', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('es\xad', 'es\xad', 'NN', 'I-NP', 'O')
('timates', 'timate', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('case-control', 'case-control', 'JJ', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('be\xad', 'be\xad', 'IN', 'B-PP', 'O')
('tween', 'tween', 'CD', 'B-NP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('disease', 'disease', 'NN', 'I-NP', 'O')
('phenotype', 'phenotype', 'NN', 'I-NP', 'O')
