.
('.', '.', '.', 'O', 'O')
('many', 'many', 'JJ', 'B-NP', 'O')
('transcription', 'transcription', 'NN', 'I-NP', 'B-protein')
('factors', 'factor', 'NNS', 'I-NP', 'I-protein')
('(Schiaffonati', '(Schiaffonati', 'NNP', 'B-NP', 'O')
('etal.,', 'etal.,', 'VBD', 'B-VP', 'O')
('1997).', '1997).', 'CD', 'B-NP', 'O')
The implication of the changes in transcription factors to human and chimpanzee evolution are unclear.
('The', 'The', 'DT', 'B-NP', 'O')
('implication', 'implication', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('changes', 'change', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('transcription', 'transcription', 'NN', 'B-NP', 'B-protein')
('factors', 'factor', 'NNS', 'I-NP', 'I-protein')
('to', 'to', 'TO', 'B-PP', 'O')
('human', 'human', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('chimpanzee', 'chimpanzee', 'NN', 'I-NP', 'O')
('evolution', 'evolution', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('unclear.', 'unclear.', 'JJ', 'B-ADJP', 'O')
However, these changes in TCP10L gene might influence gene expression profiles in liver and testis and                                                                                                                        subsequently influence physiological changes required in primate evolution.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('changes', 'change', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('TCP10L', 'TCP10L', 'NN', 'B-NP', 'B-DNA')
('gene', 'gene', 'NN', 'I-NP', 'I-DNA')
('might', 'might', 'MD', 'B-VP', 'O')
('influence', 'influence', 'VB', 'I-VP', 'O')
('gene', 'gene', 'NN', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('profiles', 'profile', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('liver', 'liver', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('testis', 'testis', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('subsequently', 'subsequently', 'RB', 'B-VP', 'O')
('influence', 'influence', 'VB', 'I-VP', 'O')
('physiological', 'physiological', 'JJ', 'B-NP', 'O')
('changes', 'change', 'NNS', 'I-NP', 'O')
('required', 'require', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('primate', 'primate', 'JJ', 'B-NP', 'O')
('evolution.', 'evolution.', 'NN', 'I-NP', 'O')
Further molecular biological studies on the TCP10L may help us gain insights into the molecular implication of the changes in the physiological functions of liver and primate evolution.
('Further', 'Further', 'JJ', 'B-NP', 'O')
('molecular', 'molecular', 'JJ', 'I-NP', 'O')
('biological', 'biological', 'JJ', 'I-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('TCP10L', 'TCP10L', 'NN', 'I-NP', 'B-protein')
('may', 'may', 'MD', 'B-VP', 'O')
('help', 'help', 'VB', 'I-VP', 'O')
('us', 'us', 'PRP', 'B-NP', 'O')
('gain', 'gain', 'VB', 'B-VP', 'O')
('insights', 'insight', 'NNS', 'B-NP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('molecular', 'molecular', 'JJ', 'I-NP', 'O')
('implication', 'implication', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('changes', 'change', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('physiological', 'physiological', 'JJ', 'I-NP', 'O')
('functions', 'function', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('liver', 'liver', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('primate', 'primate', 'NN', 'I-NP', 'O')
('evolution.', 'evolution.', 'NN', 'I-NP', 'O')
